DTXSID,CAS,Compound,has_SEEM,SEEM_mg_kg_day,AED_median,BER,concern,in_aed_ber,has_BER
DTXSID8021804,94-09-7,Benzocaine,True,,50.175,,no_exposure_data,True,False
DTXSID1024598,118-58-1,Benzyl salicylate,True,,0.2557,,no_exposure_data,True,False
DTXSID2047270,253450-09-8,Besonprodil,True,,0.33995,,no_exposure_data,True,False
DTXSID2022678,90357-06-5,Bicalutamide,True,,0.02625,,no_exposure_data,True,False
DTXSID1022394,491-80-5,Biochanin a,True,,4.93,,no_exposure_data,True,False
DTXSID00872663,33171-05-0,Bisdemethoxycurcumin,True,,0.04699,,no_exposure_data,True,False
DTXSID7037717,1478-61-1,Bisphenol af,True,,2.256,,no_exposure_data,True,False
DTXSID7034383,125401-92-5,Bispyribac-sodium,True,,0.019895,,no_exposure_data,True,False
DTXSID3044704,62625-32-5,Bromocresol green sodium salt,True,,0.009333,,no_exposure_data,True,False
DTXSID6020197,22260-51-1,Bromocriptine mesylate,True,,7.622,,no_exposure_data,True,False
DTXSID1021247,569-61-9,C.i. basic red 9 monohydrochloride,True,,1.155,,no_exposure_data,True,False
DTXSID9044538,13301-61-6,C.i. disperse orange 37,True,,0.002,,no_exposure_data,True,False
DTXSID5040706,3118-97-6,C.i. solvent orange 7,True,,0.00015835,,no_exposure_data,True,False
DTXSID3041744,509-34-2,C.i. solvent red 49,True,,0.1917,,no_exposure_data,True,False
DTXSID4047882,17696-62-7,Phenylparaben,True,,31.775,,no_exposure_data,True,False
DTXSID1048122,63449-41-2,C8-18-alkydimethylbenzyl ammonium chlorides,False,,1.3475,,no_exposure_data,True,False
DTXSID3044203,112529-15-4,Pioglitazone hydrochloride,True,,0.1912,,no_exposure_data,True,False
DTXSID3047344,159138-81-5,Cariporide mesylate,True,,0.4159,,no_exposure_data,True,False
DTXSID9022817,1260-17-9,Carminic acid,True,,0.3383,,no_exposure_data,True,False
DTXSID3020257,120-80-9,Catechol,True,,0.54715,,no_exposure_data,True,False
DTXSID7032345,56-95-1,Chlorhexidine diacetate,True,,0.004519,,no_exposure_data,True,False
DTXSID2032348,3691-35-8,Chlorophacinone,True,,0.00023625,,no_exposure_data,True,False
DTXSID0020319,1897-45-6,Chlorothalonil,True,,0.08507,,no_exposure_data,True,False
DTXSID1021299,569-57-3,Chlorotrianisene,True,,0.0003031,,no_exposure_data,True,False
DTXSID7024827,69-09-0,Chlorpromazine hydrochloride,True,,0.1742,,no_exposure_data,True,False
DTXSID1022396,480-40-0,Chrysin,True,,0.3757,,no_exposure_data,True,False
DTXSID2047272,249296-43-3,Cj-013610,True,,0.4172,,no_exposure_data,True,False
DTXSID3020336,637-07-0,Clofibrate,True,,9.372,,no_exposure_data,True,False
DTXSID3042633,17321-77-6,Clomipramine hydrochloride,True,,0.046285,,no_exposure_data,True,False
DTXSID5047320,180084-01-9,Sb236057a,True,,0.722,,no_exposure_data,True,False
DTXSID6034265,57754-85-5,Clopyralid-olamine,True,,0.3625,,no_exposure_data,True,False
DTXSID7029871,23593-75-1,Clotrimazole,True,,1.2265,,no_exposure_data,True,False
DTXSID6022474,50-22-6,Corticosterone,True,,2.0675,,no_exposure_data,True,False
DTXSID8047266,230954-09-3,Cp-544439,True,,0.757,,no_exposure_data,True,False
DTXSID7047306,290352-28-2,Cp-634384,True,,0.0165,,no_exposure_data,True,False
DTXSID6047282,445295-04-5,Cp-671305,True,,0.066185,,no_exposure_data,True,False
DTXSID8031077,458-37-7,Curcumin,True,,0.14315,,no_exposure_data,True,False
DTXSID9034492,120116-88-3,Cyazofamid,True,,0.9551,,no_exposure_data,True,False
DTXSID6043709,4449-51-8,Cyclopamine,True,,22.495,,no_exposure_data,True,False
DTXSID6024888,6055-19-2,Cyclophosphamide monohydrate,True,,0.5744,,no_exposure_data,True,False
DTXSID5035957,68359-37-5,Cyfluthrin,True,,0.2098,,no_exposure_data,True,False
DTXSID6032358,57966-95-7,Cymoxanil,True,,17.3,,no_exposure_data,True,False
DTXSID5020366,427-51-0,Cyproterone acetate,True,,0.27335,,no_exposure_data,True,False
DTXSID5024891,69-74-9,Cytarabine hydrochloride,True,,25.02,,no_exposure_data,True,False
DTXSID9020370,1596-84-5,Daminozide,True,,2.392,,no_exposure_data,True,False
DTXSID0047246,139340-56-0,Darbufelone mesylate,True,,0.011365,,no_exposure_data,True,False
DTXSID5037494,6190-65-4,Deethylatrazine,True,,0.4355,,no_exposure_data,True,False
DTXSID9034361,90823-38-4,Denatonium saccharide,True,,0.76015,,no_exposure_data,True,False
DTXSID3047429,2392-39-4,Dexamethasone sodium phosphate,True,,2.672,,no_exposure_data,True,False
DTXSID1041847,109-43-3,Dibutyl decanedioate,True,,1.2835,,no_exposure_data,True,False
DTXSID6021824,97-23-4,Dichlorophen,True,,0.14225,,no_exposure_data,True,False
DTXSID0021389,52-68-6,Trichlorfon,True,,17.87,,no_exposure_data,True,False
DTXSID1024049,35367-38-5,Diflubenzuron,True,,0.0114,,no_exposure_data,True,False
DTXSID4032580,141517-21-7,Trifloxystrobin,True,,9.648,,no_exposure_data,True,False
DTXSID4026262,2451-62-9,Triglycidyl isocyanurate,True,,104.4,,no_exposure_data,True,False
DTXSID8024072,957-51-7,Diphenamid,True,,0.09062,,no_exposure_data,True,False
DTXSID0022436,126-00-1,Diphenolic acid,True,,0.16205,,no_exposure_data,True,False
DTXSID5026706,104-66-5,"1,2-diphenoxyethane",True,,0.12585,,no_exposure_data,True,False
DTXSID1021322,97-77-8,Disulfiram,True,,1.156,,no_exposure_data,True,False
DTXSID3047477,6533-00-2,Dl-norgestrel,True,,0.4619,,no_exposure_data,True,False
DTXSID6025226,24169-02-6,Econazole nitrate,True,,0.1024,,no_exposure_data,True,False
DTXSID7047277,361343-19-3,Elzasonan,True,,1.1455,,no_exposure_data,True,False
DTXSID4047258,124378-77-4,Enadoline,True,,1.535,,no_exposure_data,True,False
DTXSID7024081,145-73-3,Endothal,True,,0.43085,,no_exposure_data,True,False
DTXSID3021645,124-07-2,Octanoic acid,True,,0.018505,,no_exposure_data,True,False
DTXSID0025234,17372-87-1,Eosin,True,,0.10445,,no_exposure_data,True,False
DTXSID1040372,133855-98-8,Epoxiconazole,True,,0.0406,,no_exposure_data,True,False
DTXSID7047433,474-86-2,Equilin,True,,0.32245,,no_exposure_data,True,False
DTXSID9044950,52479-85-3,Exifone,True,,0.007761,,no_exposure_data,True,False
DTXSID7048168,129299-90-7,Fabesetron hydrochloride,True,,0.3942,,no_exposure_data,True,False
DTXSID5041726,2610-11-9,C.i. direct red 81 disodium salt,True,,0.00086585,,no_exposure_data,True,False
DTXSID3020673,2353-45-9,Fd&c green no. 3,True,,0.040445,,no_exposure_data,True,False
DTXSID6021456,2783-94-0,Fd&c yellow 6,True,,0.6398,,no_exposure_data,True,False
DTXSID2029874,49562-28-9,Fenofibrate,True,,7.57,,no_exposure_data,True,False
DTXSID0040755,113776-20-8,Fenoxaprop-(2s)-ethyl,True,,8.973,,no_exposure_data,True,False
DTXSID2034598,71283-80-2,Fenoxaprop-p-ethyl,True,,7.734,,no_exposure_data,True,False
DTXSID2032550,111812-58-9,"Fenpyroximate (z,e)",True,,0.24465,,no_exposure_data,True,False
DTXSID7037551,101-42-8,Fenuron,True,,1.057,,no_exposure_data,True,False
DTXSID3034612,69806-50-4,Fluazifop-butyl,True,,5.9525,,no_exposure_data,True,False
DTXSID3034618,188489-07-8,Flufenpyr-ethyl,True,,19.26,,no_exposure_data,True,False
DTXSID7024112,72178-02-0,Fomesafen,True,,0.026205,,no_exposure_data,True,False
DTXSID6024123,69806-40-2,Haloxyfop-methyl,True,,9.7045,,no_exposure_data,True,False
DTXSID6023868,67485-29-4,Hydramethylnon,True,,0.1217,,no_exposure_data,True,False
DTXSID8033562,52806-53-8,Hydroxyflutamide,True,,0.092335,,no_exposure_data,True,False
DTXSID6043915,630-56-8,Hydroxyprogesterone caproate,True,,3.089,,no_exposure_data,True,False
DTXSID7047356,473289-62-2,Ilepatril,True,,25.32,,no_exposure_data,True,False
DTXSID4047252,186392-65-4,Ingliforib,True,,0.19895,,no_exposure_data,True,False
DTXSID7034674,125225-28-7,Ipconazole,True,,2.1575,,no_exposure_data,True,False
DTXSID8032417,25311-71-1,Isofenphos,True,,3.52,,no_exposure_data,True,False
DTXSID8024157,33820-53-0,Isopropalin,True,,0.013515,,no_exposure_data,True,False
DTXSID6025486,51-30-9,Isoproterenol hydrochloride,True,,0.60735,,no_exposure_data,True,False
DTXSID1042077,34123-59-6,Isoproturon,True,,0.088575,,no_exposure_data,True,False
DTXSID0042086,59227-89-3,Laurocapram,True,,0.32385,,no_exposure_data,True,False
DTXSID0048189,1166-52-5,Lauryl gallate,True,,0.00019805,,no_exposure_data,True,False
DTXSID7031531,129-73-7,Leucomalachite green,True,,0.00015945,,no_exposure_data,True,False
DTXSID8023214,51-48-9,Levothyroxine,True,,0.00046385,,no_exposure_data,True,False
DTXSID9047542,117428-22-5,Picoxystrobin,True,,0.7631,,no_exposure_data,True,False
DTXSID9020790,1634-78-2,Malaoxon,True,,33.265,,no_exposure_data,True,False
DTXSID5048184,2919-66-6,Melengestrol acetate,True,,1.252,,no_exposure_data,True,False
DTXSID7047568,41394-05-2,Metamitron,True,,0.4069,,no_exposure_data,True,False
DTXSID6020692,100-97-0,Methenamine,True,,0.1467,,no_exposure_data,True,False
DTXSID4024274,1918-16-7,Propachlor,True,,24.275,,no_exposure_data,True,False
DTXSID6025567,134-20-3,Methyl 2-aminobenzoate,True,,57.405,,no_exposure_data,True,False
DTXSID8024280,60207-90-1,Propiconazole,True,,0.5309,,no_exposure_data,True,False
DTXSID1042154,493-52-7,Methyl red,True,,0.4421,,no_exposure_data,True,False
DTXSID5025659,119-36-8,Methyl salicylate,True,,75.785,,no_exposure_data,True,False
DTXSID0023296,61-73-4,Methylene blue,True,,7.488,,no_exposure_data,True,False
DTXSID2020894,90-94-8,Michler's ketone,True,,0.68565,,no_exposure_data,True,False
DTXSID4031980,501-36-0,Resveratrol,True,,0.659,,no_exposure_data,True,False
DTXSID0037576,1746-81-2,Monolinuron,True,,0.11605,,no_exposure_data,True,False
DTXSID9040001,4376-18-5,Monomethyl phthalate,True,,0.2873,,no_exposure_data,True,False
DTXSID3040776,654055-01-3,Morin hydrate,True,,0.014105,,no_exposure_data,True,False
DTXSID7032630,1214-39-7,N-benzyladenine,True,,0.096435,,no_exposure_data,True,False
DTXSID1025271,103-69-5,N-ethylaniline,True,,1.7715,,no_exposure_data,True,False
DTXSID6020856,872-50-4,N-methyl-2-pyrrolidone,True,,0.24765,,no_exposure_data,True,False
DTXSID7021992,82385-42-0,Sodium saccharin hydrate,True,,0.73425,,no_exposure_data,True,False
DTXSID2021440,88-12-0,N-vinyl-2-pyrrolidone,True,,0.2636,,no_exposure_data,True,False
DTXSID7047697,63449-68-3,Naphthalen-2-yl 2-aminobenzoate,True,,7.602,,no_exposure_data,True,False
DTXSID7047358,439687-69-1,Nelivaptan,True,,5.0605,,no_exposure_data,True,False
DTXSID2042436,4065-45-6,Sulisobenzone,True,,0.09761,,no_exposure_data,True,False
DTXSID3034165,63612-50-0,Nilutamide,True,,0.042,,no_exposure_data,True,False
DTXSID5020944,59-87-0,Nitrofurazone,True,,0.29695,,no_exposure_data,True,False
DTXSID5042243,110-25-8,Oleyl sarcosine,True,,0.068375,,no_exposure_data,True,False
DTXSID5044528,125-13-3,Oxyphenisatin,True,,0.017595,,no_exposure_data,True,False
DTXSID8026303,125-31-5,P-xylenol blue,True,,0.010345,,no_exposure_data,True,False
DTXSID6024046,311-45-5,Paraoxon,True,,0.3078,,no_exposure_data,True,False
DTXSID2047307,501027-49-2,Pd-0333941,True,,0.025405,,no_exposure_data,True,False
DTXSID8021199,1114-71-2,Pebulate,True,,1.551,,no_exposure_data,True,False
DTXSID0048505,NOCAS_48505,Pharmagsid_48505,True,,0.01408,,no_exposure_data,True,False
DTXSID9048510,460081-99-6,Pharmagsid_48510,True,,0.196,,no_exposure_data,True,False
DTXSID0021123,57-30-7,Phenobarbital sodium,True,,0.19505,,no_exposure_data,True,False
DTXSID8022408,143-74-8,Phenol red,True,,0.21185,,no_exposure_data,True,False
DTXSID2044420,34487-61-1,Phenol red sodium salt,True,,0.1029,,no_exposure_data,True,False
DTXSID5022439,81-90-3,Phenolphthalin,True,,0.07323,,no_exposure_data,True,False
DTXSID5021126,92-84-2,Phenothiazine,True,,0.0015265,,no_exposure_data,True,False
DTXSID0022777,169590-42-5,Celecoxib,True,,0.096295,,no_exposure_data,True,False
DTXSID9032535,95266-40-3,Trinexapac-ethyl,True,,0.47995,,no_exposure_data,True,False
DTXSID4026214,101-20-2,Triclocarban,True,,0.08562,,no_exposure_data,True,False
DTXSID8037594,26259-45-0,Secbumeton,True,,0.3215,,no_exposure_data,True,False
DTXSID6047525,81131-70-6,Pravastatin sodium,True,,0.8885,,no_exposure_data,True,False
DTXSID9033923,32809-16-8,Procymidone,True,,0.2268,,no_exposure_data,True,False
DTXSID0044361,1071-93-8,Hexanedihydrazide,True,,0.8893,,no_exposure_data,True,False
DTXSID4024276,2312-35-8,Propargite,True,,0.37575,,no_exposure_data,True,False
DTXSID2025050,111-40-0,Diethylenetriamine,True,,1.1385,,no_exposure_data,True,False
DTXSID9034864,181274-15-7,Propoxycarbazone-sodium,True,,0.10245,,no_exposure_data,True,False
DTXSID5021201,121-79-9,Propyl gallate,True,,1.099,,no_exposure_data,True,False
DTXSID8034871,129630-19-9,Pyraflufen-ethyl,True,,7.755,,no_exposure_data,True,False
DTXSID1034181,82640-04-8,Raloxifene hydrochloride,True,,1.401,,no_exposure_data,True,False
DTXSID5047037,335104-84-2,Tembotrione,True,,0.12615,,no_exposure_data,True,False
DTXSID1021243,989-38-8,Rhodamine 6g,True,,0.01743,,no_exposure_data,True,False
DTXSID6042280,2597-03-7,Phenthoate,True,,4.484,,no_exposure_data,True,False
DTXSID5044520,1176-74-5,Tetrabromophenolphthalein ethyl ester,True,,0.0082475,,no_exposure_data,True,False
DTXSID1026035,2492-26-4,Sodium 2-mercaptobenzothiolate,True,,0.885,,no_exposure_data,True,False
DTXSID3027320,824-78-2,Sodium 4-nitrophenolate,True,,7.052,,no_exposure_data,True,False
DTXSID7026029,4418-26-2,Sodium dehydroacetate,True,,0.024685,,no_exposure_data,True,False
DTXSID9047598,41481-66-7,"4,4'-sulfonylbis[2-(prop-2-en-1-yl)phenol]",True,,8.2305,,no_exposure_data,True,False
DTXSID6021290,57-68-1,Sulfamethazine,True,,0.1006,,no_exposure_data,True,False
DTXSID8042424,59-40-5,Sulfaquinoxaline,True,,0.0039585,,no_exposure_data,True,False
DTXSID7024328,3689-24-5,Sulfotepp,True,,2.7955,,no_exposure_data,True,False
DTXSID4038924,6259-76-3,Hexyl salicylate,True,,1.091,,no_exposure_data,True,False
DTXSID2047357,288104-79-0,Surinabant,True,,0.00026575,,no_exposure_data,True,False
DTXSID9025293,149-57-5,2-ethylhexanoic acid,True,,0.2079,,no_exposure_data,True,False
DTXSID2022254,13071-79-9,Terbufos,True,,0.6175,,no_exposure_data,True,False
DTXSID9036515,57-85-2,Testosterone propionate,True,,0.3925,,no_exposure_data,True,False
DTXSID7020762,67-63-0,Isopropanol,True,,0.1831,,no_exposure_data,True,False
DTXSID30865801,36062-04-1,Tetrahydrocurcumin,True,,15.62,,no_exposure_data,True,False
DTXSID9026132,83-67-0,Theobromine,True,,803.85,,no_exposure_data,True,False
DTXSID5021332,137-26-8,Thiram,True,,0.21675,,no_exposure_data,True,False
DTXSID3021358,1156-19-0,Tolazamide,True,,0.04955,,no_exposure_data,True,False
DTXSID1034973,87820-88-0,Tralkoxydim,True,,0.0029625,,no_exposure_data,True,False
DTXSID2047355,189003-92-7,Trelanserin,True,,0.8707,,no_exposure_data,True,False
DTXSID9037612,24017-47-8,Triazophos,True,,1.8575,,no_exposure_data,True,False
DTXSID4027608,5915-41-3,Terbuthylazine,True,,0.25145,,no_exposure_data,True,False
DTXSID8026224,112-49-2,Triethylene glycol dimethyl ether,True,,0.36965,,no_exposure_data,True,False
DTXSID9020584,64-17-5,Ethanol,True,,0.7391,,no_exposure_data,True,False
DTXSID3020881,64091-91-4,4-(n-methyl-n-nitrosamino)-1-(3-pyridyl)-1-butanone,True,,4.617,,no_exposure_data,True,False
DTXSID4041280,2226-96-2,"4-hydroxy-2,2,6,6-tetramethylpiperidin-1-yl)oxidanyl",True,,8.8535,,no_exposure_data,True,False
DTXSID0044818,3913-02-8,2-butyloctan-1-ol,True,,0.007353,,no_exposure_data,True,False
DTXSID0020814,72-33-3,Mestranol,True,,0.27125,,no_exposure_data,True,False
DTXSID6044357,105-13-5,(4-methoxyphenyl)methanol,True,,123.3,,no_exposure_data,True,False
DTXSID3026728,106-25-2,"(2z)-3,7-dimethylocta-2,6-dien-1-ol",True,,0.009062,,no_exposure_data,True,False
DTXSID5033836,104-40-5,4-n-nonylphenol,True,,0.4135,,no_exposure_data,True,False
DTXSID5046801,108612-45-9,Mizolastine,True,,0.2672,,no_exposure_data,True,False
DTXSID7044427,4394-85-8,4-morpholinecarboxaldehyde,True,,0.4562,,no_exposure_data,True,False
DTXSID1024097,111-76-2,2-butoxyethanol,True,,0.54615,,no_exposure_data,True,False
DTXSID9042170,6425-39-4,"4,4'-(oxydiethylene)bis(morpholine)",True,,3.188,,no_exposure_data,True,False
DTXSID4034497,125116-23-6,Metconazole,True,,0.4374,,no_exposure_data,True,False
DTXSID0021333,97-74-5,Tetramethylthiuram monosulfide,True,,14.4,,no_exposure_data,True,False
DTXSID2029246,2943-75-1,Triethoxyoctylsilane,True,,0.15565,,no_exposure_data,True,False
DTXSID7044922,3445-11-2,1-(2-hydroxyethyl)pyrrolidin-2-one,True,,0.3827,,no_exposure_data,True,False
DTXSID1020142,91-76-9,"6-phenyl-1,3,5-triazine-2,4-diamine",True,,0.57205,,no_exposure_data,True,False
DTXSID7042011,97-78-9,N-dodecanoyl-n-methylglycine,True,,0.15205,,no_exposure_data,True,False
DTXSID9044821,5232-99-5,"Ethyl 2-cyano-3,3-diphenylacrylate",True,,1.723,,no_exposure_data,True,False
DTXSID0044997,88-27-7,"2,6-di-tert-butyl-4-[(dimethylamino)methyl]phenol",True,,0.73395,,no_exposure_data,True,False
DTXSID5021251,81-07-2,Saccharin,True,,0.49595,,no_exposure_data,True,False
DTXSID8052148,5124-25-4,C.i.disperse yellow 42,True,,1.301,,no_exposure_data,True,False
