"CAS","Compound","DTXSID","Clint_native","Clint_rf","Clint_used","Clint_source","AC50_5pct_uM","AC50_med_uM","AC50_source","n_tc_assays","AED_median","AED_5pct","AED_95pct","AED_mean","Exposure_median_mg_kg_day","Exposure_l95_mg_kg_day","Exposure_u95_mg_kg_day","Exposure_source","Exposure_pathway","BER","BER_low","BER_high","concern"
"55283-68-6","Ethalfluralin","DTXSID8032386",0,26.1285588348751,26.1285588348751,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.2767,0.0402545,1.3181,0.432582295,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"121-00-6","2-tert-butyl-4-methoxy-phenol","DTXSID7040788",7.06,10.6762932366291,7.06,"httk_measured",1,1,"default_1uM",0,0.2841,0.0459215,1.3281,0.435521988,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1987-50-4","4-heptylphenol","DTXSID2037714",42.5,40.3267395538486,42.5,"httk_measured",1,1,"default_1uM",0,0.2827,0.0383535,1.34425,0.438344906,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"60-80-0","Antipyrine","DTXSID6021117",0.5062,1.5096643825992,0.5062,"httk_measured",1,1,"default_1uM",0,0.48975,0.097909,1.34435,0.567361435,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"4394-85-8","4-morpholinecarboxaldehyde","DTXSID7044427",0.4016,0.8889047632391,0.4016,"httk_measured",1,1,"default_1uM",0,0.47345,0.163145,1.35615,0.577961522,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"94-75-7","2,4-d","DTXSID0020442",0,10.0756373266771,10.0756373266771,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.2134,0.0247895,1.3605,0.395838778,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2312-35-8","Propargite","DTXSID4024276",24,21.5613775702284,24,"httk_measured",1,1,"default_1uM",0,0.3242,0.0476235,1.3704,0.470192523,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"97-54-1","Isoeugenol","DTXSID7022413",71.78,38.5866408643211,71.78,"httk_measured",1,1,"default_1uM",0,0.25865,0.0233675,1.3739,0.437364245,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"94-28-0","Tri(ethylene glycol) bis(2-ethylhexanoate)","DTXSID3026564",22.62,23.3964088855169,22.62,"httk_measured",1,1,"default_1uM",0,0.23755,0.023944,1.37515,0.423229361,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"74115-24-5","Clofentezine","DTXSID9023881",0,33.3254041771957,33.3254041771957,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.2229,0.0211385,1.40275,0.397728243,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"69-09-0","Chlorpromazine hydrochloride","DTXSID7024827",0,9.24843369345279,9.24843369345279,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.30145,0.0413825,1.43,0.45477103,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"108612-45-9","Mizolastine","DTXSID5046801",6,10.2835120401604,6,"httk_measured",1,1,"default_1uM",0,0.24325,0.0363735,1.43355,0.424735829,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"81777-89-1","Clomazone","DTXSID1032355",3.038,4.71944244679354,3.038,"httk_measured",1,1,"default_1uM",0,0.3709,0.0772535,1.43925,0.507325081,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"79983-71-4","Hexaconazole","DTXSID4034653",16.22,19.1708021546582,16.22,"httk_measured",1,1,"default_1uM",0,0.32255,0.046059,1.44285,0.466184039,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"139-40-2","Propazine","DTXSID3021196",14.6,14.6165753707594,14.6,"httk_measured",1,1,"default_1uM",0,0.2982,0.0410515,1.4493,0.474361556,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"253450-09-8","Besonprodil","DTXSID2047270",5.31,11.6666519712877,5.31,"httk_measured",1,1,"default_1uM",0,0.3251,0.057325,1.4583,0.47455776,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"79902-63-9","Simvastatin","DTXSID0023581",24.3,19.6191289706114,24.3,"httk_measured",1,1,"default_1uM",0,0.2985,0.04731,1.47895,0.451657402,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"131983-72-7","Triticonazole","DTXSID0032655",6.118,9.0877712670386,6.118,"httk_measured",1,1,"default_1uM",0,0.3656,0.0698205,1.48875,0.51245232,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"181274-15-7","Propoxycarbazone-sodium","DTXSID9034864",0,3.05104155475067,3.05104155475067,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.26645,0.048503,1.4937,0.464741234,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"131807-57-3","Famoxadone","DTXSID8034588",16.4,20.5785358068617,16.4,"httk_measured",1.29625565584147,19.2765265886065,"example.toxcast",296,0.38735,0.053634,1.50425,0.525558941,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"59227-89-3","Laurocapram","DTXSID0042086",9.8,15.4610835112324,9.8,"httk_measured",1,1,"default_1uM",0,0.32235,0.048576,1.50505,0.49648758,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"219714-96-2","Penoxsulam","DTXSID0034803",0,8.40789806317104,8.40789806317104,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.25525,0.0305075,1.50785,0.49197701,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"125401-92-5","Bispyribac-sodium","DTXSID7034383",0,6.40209962440338,6.40209962440338,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.26115,0.0464655,1.5382,0.458018634,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"55285-14-8","Carbosulfan","DTXSID5023950",26.74,14.9484633029307,26.74,"httk_measured",1,1,"default_1uM",0,0.31545,0.042087,1.5451,0.48381433,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"58-55-9","Theophylline","DTXSID5021336",0.7788,1.75814177385069,0.7788,"httk_measured",1,1,"default_1uM",0,0.4457,0.087798,1.55505,0.591010861,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"797-63-7","Levonorgestrel","DTXSID3036496",9.89,10.9380448138268,9.89,"httk_measured",1,1,"default_1uM",0,0.37505,0.061652,1.5766,0.541867151,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"83-79-4","Rotenone","DTXSID6021248",28.31,30.8730529291203,28.31,"httk_measured",1,1,"default_1uM",0,0.2874,0.033942,1.58185,0.475913199,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"33228-44-3","4-pentylaniline","DTXSID0040707",18.2,26.6625905721032,18.2,"httk_measured",1,1,"default_1uM",0,0.36225,0.0542395,1.58325,0.554661885,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"10238-21-8","Glyburide","DTXSID0037237",6.62,7.51714753518413,6.62,"httk_measured",1,1,"default_1uM",0,0.25655,0.0325815,1.59075,0.482383055,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"33171-05-0","Bisdemethoxycurcumin","DTXSID00872663",112,82.9880349467688,112,"httk_measured",1,1,"default_1uM",0,0.048735,0.00676575,1.61125,0.3261689612,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"15307-86-5","Diclofenac","DTXSID6022923",65.42,36.9986237206722,65.42,"httk_measured",1,1,"default_1uM",0,0.234,0.0214345,1.61145,0.426155344,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"56-75-7","Chloramphenicol","DTXSID7020265",0.723,1.78301965669563,0.723,"httk_measured",1,1,"default_1uM",0,0.4675,0.127695,1.6173,0.60805254,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"104-40-5","4-n-nonylphenol","DTXSID5033836",62.6,34.7427167151385,62.6,"httk_measured",1,1,"default_1uM",0,0.43085,0.06974,1.62465,0.581686439,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"58-18-4","17-methyltestosterone","DTXSID1033664",12.7,17.5385311024447,12.7,"httk_measured",1,1,"default_1uM",0,0.39185,0.0631325,1.6281,0.54638918,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"104-67-6","5-heptyldihydro-2(3h)-furanone","DTXSID4034287",9.47,13.2804550432643,9.47,"httk_measured",1,1,"default_1uM",0,0.3642,0.0645305,1.63255,0.53435708,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"6533-00-2","Dl-norgestrel","DTXSID3047477",11,11.0544617499802,11,"httk_measured",1,1,"default_1uM",0,0.42595,0.0760975,1.6352,0.5945946,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"26259-45-0","Secbumeton","DTXSID8037594",6.53,11.3127211760854,6.53,"httk_measured",1,1,"default_1uM",0,0.30445,0.0491815,1.6454,0.49979486,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"119-61-9","Benzophenone","DTXSID0021961",9.134,10.3904512357263,9.134,"httk_measured",1,1,"default_1uM",0,0.3705,0.058728,1.6664,0.547376026,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"21087-64-9","Metribuzin","DTXSID6024204",1.067,2.14914782658998,1.067,"httk_measured",1,1,"default_1uM",0,0.471,0.092646,1.68285,0.61153133,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"67485-29-4","Hydramethylnon","DTXSID6023868",4.38,6.13394635002363,4.38,"httk_measured",1,1,"default_1uM",0,0.11495,0.0152575,1.69975,0.498226293,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"79794-75-5","Loratadine","DTXSID2023224",33.9,21.0277240682976,33.9,"httk_measured",1,1,"default_1uM",0,0.4845,0.0762025,1.7087,0.648622507,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"51338-27-3","Diclofop-methyl","DTXSID0032605",0,32.3620275983472,32.3620275983472,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.3696,0.0530005,1.7122,0.549244888,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1929-77-7","Vernolate","DTXSID7024376",25.1,26.7121362526071,25.1,"httk_measured",1,1,"default_1uM",0,0.3867,0.0455925,1.7168,0.569893528,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"361377-29-9","Fluoxastrobin","DTXSID2034625",16.35,11.8318321052085,16.35,"httk_measured",1,1,"default_1uM",0,0.4346,0.0571635,1.7367,0.60950361,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"93-76-5","2,4,5-trichlorophenoxyacetic acid","DTXSID5021388",0,27.2113778469534,27.2113778469534,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.40325,0.0595795,1.7513,0.610167522,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"56-53-1","Diethylstilbestrol (des)","DTXSID3020465",39.5,23.1738534888861,39.5,"httk_measured",1,1,"default_1uM",0,0.4298,0.071327,1.7568,0.615888575,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"98967-40-9","Flumetsulam","DTXSID4032615",7.521,9.1558688667887,7.521,"httk_measured",1,1,"default_1uM",0,0.28355,0.0317945,1.7597,0.520791553,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"144651-06-9","Oxasulfuron","DTXSID4034364",3.107,3.79831233802408,3.107,"httk_measured",1,1,"default_1uM",0,0.36055,0.0533275,1.775,0.56684823,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"84371-65-3","Mifepristone","DTXSID5023322",33.2,30.5954165295812,33.2,"httk_measured",1,1,"default_1uM",0,0.4408,0.073108,1.77605,0.617268839,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"51-28-5","""2,4-dinitrophenol""","DTXSID0020523",0,27.8933578396519,27.8933578396519,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.336,0.03346,1.77785,0.5410445161,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"19666-30-9","Oxadiazon","DTXSID3024239",0,33.9249914810756,33.9249914810756,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.3686,0.051902,1.7937,0.566048447,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"95266-40-3","Trinexapac-ethyl","DTXSID9032535",3.82,4.31341389346064,3.82,"httk_measured",1,1,"default_1uM",0,0.4483,0.0939105,1.8,0.655521663,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1912-24-9","Atrazine","DTXSID9020112",0,6.40439613244945,6.40439613244945,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.42185,0.076601,1.806,0.614991356,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"7696-12-0","Tetramethrin","DTXSID6032649",37.6,38.1244830357141,37.6,"httk_measured",1,1,"default_1uM",0,0.3784,0.0491895,1.8086,0.582395596,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2310-17-0","Phosalone","DTXSID1024259",25.1,40.1983806481772,25.1,"httk_measured",1,1,"default_1uM",0,0.44405,0.0619085,1.8207,0.614908812,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"28249-77-6","Thiobencarb","DTXSID6024337",233,139.745363690305,233,"httk_measured",1,1,"default_1uM",0,0.087565,0.0105525,1.82575,0.3839485505,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2212-67-1","Molinate","DTXSID6024206",0,13.6894241350062,13.6894241350062,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.46915,0.0725255,1.84225,0.6572049,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"76738-62-0","Paclobutrazol","DTXSID2024242",7.14,12.1385501529713,7.14,"httk_measured",1,1,"default_1uM",0,0.46885,0.0808305,1.85,0.663395284,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"59756-60-4","Fluridone ","DTXSID8024107",5.594,8.12906987762621,5.594,"httk_measured",1,1,"default_1uM",0,0.4635,0.083654,1.8771,0.656764892,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"110235-47-7","Mepanipyrim","DTXSID4042121",0,23.2195707004756,23.2195707004756,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.4225,0.056557,1.88155,0.603574844,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"68694-11-1","Triflumizole","DTXSID2032500",19.6,13.3632988815788,19.6,"httk_measured",1,1,"default_1uM",0,0.35435,0.0473635,1.8862,0.579301138,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"91-76-9","6-phenyl-1,3,5-triazine-2,4-diamine","DTXSID1020142",1.18,2.45169117076629,1.18,"httk_measured",1,1,"default_1uM",0,0.5528,0.16208,1.89115,0.72777657,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2528-16-7","Benzyl hydrogen phthalate","DTXSID9043938",0,15.4805894835817,15.4805894835817,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.40305,0.061724,1.9057,0.636602295,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"60207-90-1","Propiconazole","DTXSID8024280",17,15.7272275509,17,"httk_measured",1,1,"default_1uM",0,0.52965,0.078367,1.9121,0.702267631,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"709-98-8","Propanil","DTXSID8022111",11.3,12.8188641848839,11.3,"httk_measured",1,1,"default_1uM",0,0.4497,0.0399435,1.9251,0.64503183,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"3855-32-1","2,6,10-trimethyl-2,6,10-triazaundecane","DTXSID1044564",0,13.9338483377088,13.9338483377088,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.427,0.0587065,1.93625,0.6400292512,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"74223-64-6","Metsulfuron-methyl","DTXSID6023864",2.319,4.09880563762428,2.319,"httk_measured",1,1,"default_1uM",0,0.3889,0.071425,1.9388,0.61269259,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"101-10-0","Cloprop","DTXSID9034232",0,20.6418431828917,20.6418431828917,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.3351,0.0314805,1.9559,0.594417799,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"25956-17-6","Allura red c.i.16035","DTXSID4024436",0,9.58581415113365,9.58581415113365,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.35045,0.060004,1.95715,0.584710517,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"759-94-4","Eptc","DTXSID1024091",80.36,35.6603715529329,80.36,"httk_measured",1,1,"default_1uM",0,0.3532,0.0330255,1.9656,0.631906611,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"53112-28-0","Pyrimethanil","DTXSID8034877",43.89,43.4871772216741,43.89,"httk_measured",1,1,"default_1uM",0,0.4106,0.044922,1.96705,0.644730927,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"161326-34-7","Fenamidone","DTXSID2034590",17.74,16.7500993515434,17.74,"httk_measured",1,1,"default_1uM",0,0.3344,0.0336085,1.97765,0.594514892,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"42509-80-8","Isazofos","DTXSID7034676",19.53,15.3395951593843,19.53,"httk_measured",1,1,"default_1uM",0,0.49925,0.0729715,1.97815,0.701939859,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"6344-67-8","3-hydroxyfluorene","DTXSID9047540",20.56,26.122162787342,20.56,"httk_measured",1,1,"default_1uM",0,0.3603,0.043164,1.97835,0.593714343,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2008-41-5","Butylate","DTXSID7023936",52.51,31.8272777240499,52.51,"httk_measured",1,1,"default_1uM",0,0.3448,0.038046,1.9954,0.594759717,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"62625-32-5","Bromocresol green sodium salt","DTXSID3044704",0,24.2114660573905,24.2114660573905,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.309,0.0377495,2.00675,0.602860471,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"59-50-7","4-chloro-3-methylphenol","DTXSID4021717",0,12.4652415094714,12.4652415094714,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.4666,0.078709,2.007,0.70477099,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"50-35-1","Thalidomide","DTXSID9022524",4,6.53288404880906,4,"httk_measured",0.2730024177255,1.06563988945297,"example.toxcast",6,0.42105,0.0813445,2.0103,0.640382738,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"111-76-2","2-butoxyethanol","DTXSID1024097",0.8515,1.22939411058177,0.8515,"httk_measured",1,1,"default_1uM",0,0.5734,0.084002,2.0175,0.73898934,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"24602-86-6","Tridemorph","DTXSID3041376",12.91,17.2787524616396,12.91,"httk_measured",1,1,"default_1uM",0,0.4528,0.059897,2.03865,0.680827466,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"110-25-8","Oleyl sarcosine","DTXSID5042243",41.7,35.4916027462797,41.7,"httk_measured",1,1,"default_1uM",0,0.06852,0.00855535,2.0416,0.419649516,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1470-79-7","2,4,4'-trihydroxybenzophenone","DTXSID8044836",21.1,24.3830944858608,21.1,"httk_measured",1,1,"default_1uM",0,0.3532,0.0394865,2.04855,0.618026267,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"84-69-5","Diisobutyl phthalate","DTXSID9022522",345,130.998777573121,345,"httk_measured",1,1,"default_1uM",0,0.36105,0.053379,2.051,0.639501955,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"84087-01-4","Quinclorac","DTXSID6032641",0,15.799055772529,15.799055772529,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.3454,0.029577,2.05425,0.626103955,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"103361-09-7","Flumioxazin","DTXSID7032555",8.336,10.7728783728978,8.336,"httk_measured",1,1,"default_1uM",0,0.3419,0.0398885,2.06545,0.616376477,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"480-40-0","Chrysin","DTXSID1022396",204,107.23476697545,204,"httk_measured",1,1,"default_1uM",0,0.387,0.0354695,2.0861,0.664951529,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1176-74-5","Tetrabromophenolphthalein ethyl ester","DTXSID5044520",0,15.5464013201523,15.5464013201523,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.52715,0.0859435,2.10105,0.71135057,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"NOCAS_48505","Pharmagsid_48505","DTXSID0048505",0,15.0714276026496,15.0714276026496,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.43565,0.0629895,2.10115,0.700607543,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"81-07-2","Saccharin","DTXSID5021251",1.917,3.85207946299497,1.917,"httk_measured",1,1,"default_1uM",0,0.50505,0.129335,2.10465,0.72257282,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"129299-90-7","Fabesetron hydrochloride","DTXSID7048168",7.56,8.21546857961976,7.56,"httk_measured",1,1,"default_1uM",0,0.4072,0.0588405,2.11085,0.647730047,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"94-74-6","Mcpa","DTXSID4024195",0,38.189823060168,38.189823060168,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.32325,0.037961,2.11855,0.593727588,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"131-70-4","Monobutyl phthalate","DTXSID4040002",0,3.09895611492875,3.09895611492875,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.56165,0.11455,2.12305,0.80574406,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"75330-75-5","Lovastatin","DTXSID5020784",21.9,27.6868903970728,21.9,"httk_measured",1,1,"default_1uM",0,0.5052,0.0700785,2.1354,0.726233223,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"579-66-8","""2,6-diethylaniline""","DTXSID6027218",16.13,23.7913800381134,16.13,"httk_measured",1,1,"default_1uM",0,0.4744,0.0735275,2.146,0.723382231,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"115-29-7","Endosulfan","DTXSID1020560",0,8.65780110969508,8.65780110969508,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.5423,0.09699,2.1574,0.765975048,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"105-60-2","Caprolactam","DTXSID4020240",0,1.74341091273436,1.74341091273436,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.5772,0.15997,2.1663,0.79663724,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"81406-37-3","Fluroxypyr-meptyl","DTXSID5034303",0,42.1080254949515,42.1080254949515,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.5044,0.056169,2.1725,0.739615999,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"98319-26-7","Finasteride","DTXSID3020625",4.5,6.54443227923783,4.5,"httk_measured",1,1,"default_1uM",0,0.52175,0.086604,2.189,0.7467063,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"54-31-9","Furosemide","DTXSID6020648",0,10.5872714263081,10.5872714263081,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.3258,0.0348235,2.19465,0.636460443,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"105-99-7","Dibutyl hexanedioate","DTXSID2021866",14.03,14.839540684155,14.03,"httk_measured",1,1,"default_1uM",0,0.5543,0.0943725,2.1975,0.758928989,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"125116-23-6","Metconazole","DTXSID4034497",16.7,18.8376005420183,16.7,"httk_measured",1,1,"default_1uM",0,0.4423,0.0614965,2.2036,0.693685414,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"36505-84-7","Buspirone","DTXSID2022707",7.66,8.75459386959542,7.66,"httk_measured",1,1,"default_1uM",0,0.4265,0.0570145,2.204,0.714372196,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"493-52-7","Methyl red","DTXSID1042154",11.1,17.9489881961269,11.1,"httk_measured",1,1,"default_1uM",0,0.4652,0.06306,2.2041,0.74134805,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"769-92-6","4-tert-butylaniline","DTXSID0048181",10.7,13.4268201309241,10.7,"httk_measured",1,1,"default_1uM",0,0.6135,0.110495,2.23215,0.83867335,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"173159-57-4","Foramsulfuron","DTXSID7034753",0,3.43130454814746,3.43130454814746,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.48405,0.083342,2.24345,0.749139126,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"113-48-4","Mgk","DTXSID6032562",0,55.4648208127226,55.4648208127226,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.38815,0.0381865,2.2486,0.664980489,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"161050-58-4","Methoxyfenozide","DTXSID3032628",16.2,16.4189481267692,16.2,"httk_measured",1,1,"default_1uM",0,0.5407,0.0835345,2.251,0.783438268,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1194-65-6","Dichlobenil","DTXSID5032365",0,11.9535314127054,11.9535314127054,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.481,0.0723445,2.2553,0.743442367,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"298-46-4","Carbamazepine","DTXSID4022731",2.375,3.86665867924118,2.375,"httk_measured",1,1,"default_1uM",0,0.57755,0.132265,2.2985,0.82485425,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"87-86-5","Pentachlorophenol","DTXSID7021106",8.764,14.8269609074508,8.764,"httk_measured",1,1,"default_1uM",0,0.4707,0.068932,2.3031,0.74081515,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"57-83-0","Progesterone","DTXSID3022370",33.7,28.8914743813393,33.7,"httk_measured",1,1,"default_1uM",0,0.55385,0.074625,2.3297,0.810213217,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"101-77-9","4,4'-methylenedianiline","DTXSID6022422",3.37,5.43632120628207,3.37,"httk_measured",1,1,"default_1uM",0,0.6013,0.13788,2.33525,0.84318239,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
