CAS,Compound,log10_lit,log10_pred,fold_error,in_pilot,SHAP_log10_MW,SHAP_logP,SHAP_logP^2,SHAP_log10_Fup,SHAP_sqrt_Fup,SHAP_MW*logP,SHAP_MW*Fup,SHAP_logP*Fup,SHAP_MW,MW,logP,Fup,Clint
962-58-3,Diazoxon,1.5393396079706205,0.9041365488535669,4.317208854491686,True,-0.009949638841878296,-0.01850413208430362,0.011732035248332565,-0.02015724072460109,-0.009450075682882527,-0.03490871368887373,-0.3219648093778473,0.0380400223479321,0.00020683777629438736,288.3,2.072,0.3269,34.62
145701-21-9,Diclosulam,0.5369370227046736,1.133368972719126,3.9484982513406277,True,-0.10381321934721185,-0.044743807226842534,-0.0008836760286217413,0.02047608636474748,-0.0008004141781096667,-0.05124905815210565,0.15293976510313334,-0.03014584318663645,-0.07750312451062161,406.2,2.52,0.00648,3.442
115-32-2,Dicofol,1.4440604177407756,1.5900580713097958,1.3995797608228886,True,0.009767418312922126,-0.0824693242396993,-0.053507027150897606,0.028295000032891128,0.0005914237532301944,0.1302002685490435,0.2894299616221547,-0.013710141863578166,0.01236822841233386,370.5,5.024,1e-06,27.8
134-62-3,Diethyltoluamide,0.5795549604009987,0.9505777865097669,2.349756318580935,True,0.047393131378231,-0.0018375042709799223,0.013253490469993582,-0.019255959592057153,-0.007601752630685215,-0.025396040713150887,-0.30151875072776035,-0.04910645167412757,0.025555360388909293,191.3,2.184,0.3559,3.797
119446-68-3,Difenoconazole,1.485735618879807,1.5397947650908148,1.1325545944188022,True,-0.09916648217898408,0.08223274557731096,0.047418571826332696,0.003346655098912633,0.00045046881761815746,0.13730879616636038,0.16704164660720328,-0.011856041212170305,-0.05607385949316356,406.3,4.297,0.0115,30.6
87674-68-8,Dimethenamid,1.2993111354722835,0.9195715970662386,2.3973946863206317,True,-0.011060311887999393,-0.02037746892278418,0.01209940358512765,-0.02015724072460109,-0.009450075682882527,-0.03490871368887373,-0.3032931009574306,0.0396244059259179,-0.0019975644616295725,275.8,2.15,0.2318,19.92
60-51-5,Dimethoate,0.5662017188549129,0.8378419310825491,1.8691330305468792,True,0.005364026796224472,-0.03407883400348136,-0.09987887675252102,-0.10036325798723045,0.0006620821070631312,-0.0030155722869433252,-0.1804391151706559,-0.018961303633405903,-0.0005394818678949812,229.2,0.7805,0.9649,3.682
110488-70-5,Dimethomorph,1.3075174312031315,0.9881451486578625,2.0862785002688056,True,-0.04997700331523264,-0.02049357871471458,0.013784788125253546,0.0030728424957475026,-0.0011767251345701627,-0.05030541103557762,-0.12400228405703834,-0.014548564209321928,-0.0373011793780789,387.9,2.68,0.09428,20.3
122-39-4,Diphenylamine,1.81003751230206,1.705493768863516,1.272165879983351,True,0.09316447978041045,0.0886828450757336,0.05573929901960117,0.02124063229665367,-0.0008587766555779375,-0.02384198901494067,0.17034224558152633,-0.02986824489655773,0.061801013795272586,169.2,3.499,0.003875,64.57
97886-45-8,Dithiopyr,1.1222486539780536,1.4206854876420683,1.9880936293722888,True,-0.05137435175637772,-0.01530125886011103,-0.011753650830906683,0.03050897170893104,-0.004550350562810952,0.12424555824216754,0.15485197012028998,-0.015663335382662104,-0.059370328917846736,401.4,4.749,0.005,13.25
330-54-1,Diuron,1.0846120208652514,1.1233130633496633,1.0932035730602494,True,-0.009399194958656033,0.0009469550572474201,0.02572043945499968,-0.02015724072460109,-0.009450075682882527,-0.03636855910143108,-0.11916015105364908,0.02572596722691154,-0.0036373407496714397,233.1,2.678,0.1615,12.15
759-94-4,Eptc,1.9050453324039833,1.636374371213962,1.8563974414586377,True,0.057575530049473765,0.07816193418450755,0.056699827972424045,0.02124063229665367,-0.0006069323330836656,-0.02633448013903666,0.1805782694795546,-0.030854598452615734,0.030821924274690066,189.3,3.21,0.005,80.36
26225-79-6,Ethofumesate,1.2465231999665738,1.1477623299819333,1.255338562348487,True,-0.008529618132111609,0.009952820843490683,0.05784398407953054,-0.005744727795489936,-0.009450075682882527,-0.037480564298886014,-0.12324577082423561,-0.0058341722415807705,0.0011581901527023116,286.3,2.703,0.1313,17.64
13194-48-4,Ethoprop,1.3212047568544483,1.2788569574987319,1.1024218169768079,True,-0.009030682479821011,0.08255547990888801,0.053042482925551006,0.0007062042192195032,-0.0011767251345701627,-0.03014718042484412,-0.07719575117012799,-0.010114049908629677,0.0011249156816706416,242.3,3.588,0.09346,20.95
153233-91-1,Etoxazole,1.26672546703192,1.534766318925699,1.853705983996342,True,-0.008458080846806517,0.08496961186028608,0.04995815541283886,0.02033935116410973,-0.002086587311554866,-0.01958032325371883,0.17372606928426088,-0.031121511195773374,-0.002072630069337853,359.4,3.762,0.005,18.48
2593-15-9,Etridiazole,2.1038071405840837,1.5383697040839033,3.6765242637004336,True,-0.0030232692496706595,0.07500572098733378,0.0552224604667193,0.02033935116410973,-0.0024552553852809833,-0.029150080217002477,0.17857187169824673,-0.03142047726242807,0.00618711800048119,247.5,3.368,0.005,127.0
161326-34-7,Fenamidone,1.2489780958926535,1.4789081409539688,1.6979701261610085,True,-0.0024680262221909765,0.04285604958940876,0.053693545748130386,-0.002991877679779649,-0.0011767251345701627,-0.03282285797760457,0.1755836402630993,-0.021320837196592148,-0.0015370343173272086,311.4,2.747,0.02436,17.74
22224-92-6,Fenamiphos,1.7931685215331978,1.2820564576716504,3.244233196326767,True,-0.0062659356800100355,0.06552115299185789,0.053636415417952804,0.0007062042192195032,-0.0011767251345701627,-0.040646754426184824,-0.04671085799165296,-0.014863933239711836,0.0027646276333545793,303.4,3.23,0.04138,62.11
60168-88-9,Fenarimol,0.5785246052749932,1.2675754605610547,4.887095832118772,True,-0.007296345571990674,0.07713311833201451,0.04837211036407236,-0.00844461365912147,-0.0011767251345701627,-0.0415250149739129,-0.05003959896006715,-0.0148539204335519,-0.003685813283213311,331.2,3.59,0.03671,3.788
114369-43-6,Fenbuconazole,1.336479746957996,1.5019131207954388,1.463636980251506,True,-0.002454411911371546,0.06954482757263913,0.05068824590668359,-0.002991877679779649,-0.0011767251345701627,-0.0415250149739129,0.18150682785237912,-0.021320837196592148,0.0005498224785680853,336.8,3.229,0.0188,21.7
126833-17-8,Fenhexamid,1.5474177729174274,1.2873113791026773,1.8201467050132911,True,-0.007296345571990674,0.07713311833201451,0.04837211036407236,0.0007062042192195032,-0.0011767251345701627,-0.041033450009742595,-0.04560802936757222,-0.0148539204335519,0.0019761528234030074,302.2,3.513,0.05719,35.27
122-14-5,Fenitrothion,1.0009110621312232,1.5383697040839033,3.447137777710721,True,-0.002326323888029817,0.07311914465108785,0.0552224604667193,0.02033935116410973,-0.0024552553852809833,-0.029150080217002477,0.17857187169824673,-0.03142047726242807,0.007376748975086274,277.2,3.301,0.005,10.02
72490-01-8,Fenoxycarb,1.3636307801121383,1.5221926137217727,1.4406611128652493,True,-0.0034956417870027844,0.0693341907321699,0.04433665860554591,0.025960847971402672,-0.0024552553852809833,-0.04075204425050996,0.1796747003223275,-0.02609138053340877,0.006588274165134702,301.3,4.297,0.00327,23.1
55-38-9,Fenthion,1.9405214653453162,1.522618440942991,2.61759844744858,True,-0.0031958685428574263,0.0788831799857032,0.044472816606988846,0.002629619127513294,-0.0011767251345701627,-0.041033450009742595,0.17854075248832743,-0.011017461234999292,0.005423313775232833,278.3,4.09,0.02203,87.2
79241-46-6,Fluazifop-p-butyl,2.3699594601342593,1.7615648484816355,4.0587715886067635,True,-0.03258333706770537,0.08963643113888546,0.0806417956786685,0.03174487598764611,-0.002086587311554866,0.16652662754404024,0.1810429748063282,-0.015663335382662104,-0.006786860793405534,383.4,4.5,0.005,234.4
79622-59-6,Fluazinam,1.3937681801587452,1.39613401679471,1.0054624049973757,True,-0.14028927637917263,0.08658935790718379,0.04728241382488976,0.02373094489551242,-0.005508505619517334,0.08173296164409635,0.14022497338811948,-0.030516033049306078,-0.07620508369849043,465.1,4.01,0.004357,24.76
131341-86-1,Fludioxonil,1.5687999340055245,1.5413271845164418,1.0653020174692949,True,-0.0039036338881488558,0.0818260575341674,0.04596224371397789,0.025960847971402672,-0.0024552553852809833,-0.033848349030024524,0.1796747003223275,-0.02638033379390354,0.005398643190529619,248.2,4.116,0.003583,37.05
142459-58-3,Flufenacet,1.4624129733125506,1.2105937764443666,1.785743988792518,True,0.010987531094594435,0.06711401439254948,0.05566266098742842,-0.022523879001129097,-0.009450075682882527,-0.03961181733909121,-0.1544501740457136,0.029218097340288445,0.004555154816926376,363.3,3.2,0.1375,29.0
98967-40-9,Flumetsulam,0.8763333290863803,1.291936006974779,2.603770353908848,True,-0.0024680262221909765,-0.03433308119511257,-0.05713767473140753,-0.0006252394032516457,0.002469901874297397,-0.0407064737757787,0.17902681000735313,-0.020172966294297188,-0.0032095071662284202,325.3,1.61,0.01727,7.521
103361-09-7,Flumioxazin,0.9210098014970344,1.1203145455521037,1.5823579890053134,True,-0.0112419890506332,-0.01707246489372149,0.01937608682509296,-0.00607797538259347,-0.0011767251345701627,-0.04043724762489629,-0.05773333880020014,-0.029840786465908896,-0.004573277801861599,354.3,2.549,0.02807,8.336
2164-17-2,Fluometuron,1.00264114900004,0.9195715970662386,1.2107920254541378,True,-0.012218841975038579,-0.010956380349258983,0.01209940358512765,-0.02015724072460109,-0.009450075682882527,-0.040569889087672444,-0.30283151623203225,0.03775106908743734,-0.0031871954362346563,232.2,2.421,0.2589,10.06
361377-29-9,Fluoxastrobin,1.2135443185376669,1.246429364652514,1.0786611724254747,True,-0.11856808792479441,0.0787528643789122,0.045696368776123264,-0.002106080880429193,0.0015067700298364455,0.08960579163789983,-0.049018335006846006,-0.005399137255289992,-0.06313305298429324,458.8,4.011,0.0362,16.35
69377-81-7,Fluroxypyr,0.25333800532610634,1.0341629113058388,6.037051851611922,True,-0.007166896283516507,-0.029359528338029857,-0.06495318149430375,0.0030728424957475026,0.002469901874297397,-0.03128610642566804,-0.08500034216103067,-0.022049734064483986,-0.0006563081785692097,255.0,1.677,0.09194,1.791
85509-19-9,Flusilazole,0.8426092396105621,1.3836641121694675,3.475800749721216,True,-0.004123208286964388,0.07895505954585079,0.050424567621280426,-0.00844461365912147,-0.0011767251345701627,-0.0415250149739129,0.05602764846654594,-0.014484804661180071,-0.0010810606298560512,315.4,3.701,0.02893,6.959
66332-96-5,Flutolanil,1.1514004980356176,1.5149816281067738,2.3098359165072346,True,-0.0034848218033521933,0.08391331064806777,0.05009431341428179,-0.002991877679779649,-0.0011767251345701627,-0.0415250149739129,0.18260965647645988,-0.02131082439043221,-0.0002386523313834875,323.3,3.702,0.01882,14.17
68157-60-8,Forchlorfenuron,1.429283828934125,1.527474546390761,1.2536916041825015,True,-0.0030124492660200683,0.07394941977511549,0.055358618468162236,-0.002991877679779649,-0.0011767251345701627,-0.03014718042484412,0.17743792386424667,-0.01605760470352383,0.00502215761057932,247.7,3.199,0.02755,26.87
23422-53-9,Formetanate hydrochloride,1.13738576433397,0.6712168402642722,2.9252899833596766,True,0.031010731559692518,-0.32904754107037987,-0.18908023757743547,-0.0324759705000391,-0.006274959677047735,0.11291292783350927,-0.1929668327605458,-0.03679000853842903,0.04483646711355328,257.7,-0.4626,0.8853,13.72
79983-71-4,Hexaconazole,1.210077624295287,1.2796745662664601,1.1738076672381603,True,-0.007296345571990674,0.07713311833201451,0.04837211036407236,0.0007062042192195032,-0.0011767251345701627,-0.0415250149739129,-0.047091311133002876,-0.0148539204335519,-0.003685813283213311,314.2,3.899,0.041,16.22
51235-04-2,Hexazinone,0.8035936647713445,0.7778916709849083,1.0609672878807008,True,-0.008989341949078071,-0.00942665120124117,-0.025404499168300884,-0.026911332495063552,-0.017006470884466537,-0.032040351767485514,-0.3208871569703462,-0.04828675213446549,-0.002248036326038712,252.3,1.849,0.613,6.361
78587-05-0,Hexythiazox,2.042973007202193,1.4624219794793625,3.8067208229652674,True,-0.007427670954825873,0.01971636132477188,0.05534589941724736,0.02033935116410973,-0.0024552553852809833,-0.032447341529223656,0.170145057984734,-0.031131524001933305,0.001244837578368518,352.9,2.905,0.005,110.4
119515-38-7,Icaridin,1.099024215610893,0.930964001703073,1.4725166492480588,True,-0.012218841975038579,-0.010956380349258983,0.026072704956047226,-0.02015724072460109,-0.009450075682882527,-0.03636855910143108,-0.30317712746419745,0.03131445359927577,-0.0031871954362346563,229.3,2.534,0.2842,12.56
81335-37-7,Imazaquin,0.39058187855043525,0.9935432206425735,4.008310368171668,True,-0.009308133120414931,-0.028753545960935177,-0.017732888022775454,-0.00784052369844441,-0.005038487327206141,-0.03968236817709849,-0.14843343404096757,-0.00961685055730387,-0.009142812333676564,311.3,1.861,0.1513,2.457
81335-77-5,Imazethapyr,0.37143731740410085,0.7923918570827679,2.6360554389632678,True,-0.011349265148494162,-0.01663407216391522,-0.057784778330445666,-0.020629025757504905,-0.005803448674014967,-0.03128610642566804,-0.33104839412724946,-0.00016775170970431441,-0.0019975644616295725,289.3,1.446,0.2895,2.351
138261-41-3,Imidacloprid,0.4483971034577676,0.926585473494552,3.0073804350732933,True,-0.007962743651986464,0.008004622953975282,0.06063734435340953,-0.030878791457584424,-0.029798363686375035,0.0036507325198152935,-0.34069563099164085,-0.003742991036843492,-0.0017209693896119663,255.7,0.5735,0.6559,2.807
173584-44-6,Indoxacarb,1.496389902467685,1.32659666344441,1.4784043748299258,True,-0.14140366581292024,0.011281238775779613,0.00020764319373643296,0.02951497291175586,-0.005508505619517334,0.12424555824216754,0.12681332232181836,-0.015663335382662104,-0.07198282906714287,527.8,4.647,0.005,31.36
144550-36-7,Iodosulfuron-methyl-sodium,0.7552648914122467,1.0978239570165051,2.200690991138251,True,-0.14605040298114821,-0.062228760219507774,-0.021577876470791426,0.04961761661087822,0.023159500789924976,-0.06966338711612007,0.17573647036842857,-0.03014584318663645,-0.09011562465991776,529.2,1.881,0.006681,5.691
36734-19-7,Iprodione,1.0682229793464495,1.467495580139083,2.5076827978263045,True,-0.002465231895022138,0.02247287906004389,0.05839068687029402,0.02033935116410973,-0.0024552553852809833,-0.040161844352364,0.170145057984734,-0.031131524001933305,0.0032691968131069457,330.2,2.998,0.005,11.7
42509-80-8,Isazofos,1.2907244800192232,1.2532955319034096,1.0900061495105329,True,-0.008472645125172488,0.0781508877064117,0.04837211036407236,0.0007062042192195032,-0.0011767251345701627,-0.0415250149739129,-0.07867903293555865,-0.00982509664813491,-0.0033474194503405963,313.7,3.819,0.06539,19.53
82558-50-7,Isoxaben,1.2479978020801208,1.2532955319034096,1.0122731785509482,True,-0.008472645125172488,0.0781508877064117,0.04837211036407236,0.0007062042192195032,-0.0011767251345701627,-0.04055043608079509,-0.07867903293555865,-0.00982509664813491,-0.0043219983434584055,332.4,3.94,0.0718,17.7
141112-29-0,Isoxaflutole,1.310077005324261,1.3457656611660316,1.0856470480919294,True,-0.007430465281994711,-0.0370239763793827,0.007124988504382822,-0.0006252394032516457,-0.00223302634678845,-0.038977402212338946,0.17729979163533707,-0.02033515638129529,-0.00112611685003177,359.3,2.322,0.01655,20.42
330-55-2,Linuron,1.5191846041518184,1.2657884501873966,1.792239950863886,True,-0.008000272587840364,0.07151860659502583,0.053636415417952804,-0.0026254055423469706,-0.0011767251345701627,-0.03014718042484412,-0.07829857979420873,-0.010124062714789613,0.0019133904916222124,249.1,3.198,0.1051,33.05
121-75-5,Malathion,2.5658489988199626,1.0213386804915958,35.03566122655554,True,-0.009308133120414931,-0.026839566958624852,0.01209940358512765,-0.00784052369844441,-0.0086851143360737,-0.04655177524595935,-0.1474592420407961,-0.00961685055730387,-0.0035517810173108172,330.4,2.359,0.145,368.0
208465-21-8,Mesosulfuron-methyl,0.7366354976868213,1.0292985549738272,1.961837615582358,True,-0.14481057192865018,-0.04495357825344494,-0.06188488147463082,0.02000430133184367,-0.0022305466843758857,-0.04070548786890297,0.13773333330875145,-0.008722903127305129,-0.09422337421085285,503.5,1.014,0.005,5.452
950-37-8,Methidathion,0.5938396610812713,0.9069844894795788,2.056576308115094,True,-0.011349265148494162,-0.022251328480792004,0.01209940358512765,-0.02015724072460109,-0.009450075682882527,-0.04374862487904519,-0.3032931009574306,0.0380400223479321,-0.0019975644616295725,302.3,2.199,0.2685,3.924
72-43-5,Methoxychlor,1.0969447551769405,1.4812013357208242,2.4224598097561225,True,-0.017773875904486855,-0.07346613916965558,-0.05311575445328548,0.004963771189001749,0.008623757631057822,0.18546254197940681,0.16323377930600202,-0.00516278170537317,-0.0006562270332378776,345.6,5.08,0.0171,12.5
161050-58-4,Methoxyfenozide,1.2095418220166003,1.3023952434107866,1.2383785511998178,True,0.011809404779017447,0.07713311833201451,0.04837211036407236,0.0007062042192195032,-0.0008080570608440459,-0.020556798291709963,-0.07867903293555865,-0.008807327273737729,0.004133357396917358,368.5,3.699,0.06119,16.2
298-00-0,Methyl parathion,1.1520130000508346,1.4662048712289963,2.0615405001112928,True,-0.002179072961696208,0.020934336830593616,0.05839041392905393,-0.002991877679779649,-0.0011767251345701627,-0.036550206449673404,0.17003145450953622,-0.01605760470352383,0.0067118890076607466,263.2,2.862,0.02832,14.19
51218-45-2,Metolachlor,1.5486473382524872,1.2055045987603015,2.203650617510057,True,-0.009155610802603183,0.07047434425026587,0.06087505630612913,-0.022523879001129097,-0.009450075682882527,-0.03014718042484412,-0.1574044681222993,0.03198238317310199,0.0017617651831669339,283.8,3.131,0.1773,35.37
21087-64-9,Metribuzin,0.028571252692537547,0.775143125173159,5.579199260662769,True,-0.0043465655539136425,-0.005550621000742648,-0.038477537103772795,-0.02015724072460109,-0.005456839327685501,-0.017791154834154586,-0.3261015575447575,-0.04891904626169617,-0.027148576356911664,214.3,1.7,0.4787,1.067
74223-64-6,Metsulfuron-methyl,0.3654879848908996,0.9738806885627569,4.058753757293131,True,-0.035108683333034234,-0.04085638150194423,0.0010702173559650249,0.0030728424957475026,-0.0011767251345701627,-0.042318658804056414,-0.1242519826798451,-0.02762210646131126,-0.02802009725558951,381.4,2.199,0.08599,2.319
7786-34-7,Mevinphos,0.6721902511882526,0.4449214064495917,1.687597388827771,True,0.025336066712921268,-0.26487737510506015,-0.12678789347560765,-0.018357438013118645,-0.030245925744079215,0.002299012526988986,-0.3783918296538325,-0.03929055490138314,0.006145080221368863,224.1,0.1298,0.674,4.7
88671-89-0,Myclobutanil,1.2148703286112197,1.2171481404000766,1.0052586338020388,True,-0.007592280486694293,0.015415653037127889,0.05680464182152753,0.0007062042192195032,-0.0011767251345701627,-0.03014718042484412,-0.08077676246965483,-0.009835109454294846,0.004657435410864291,288.8,2.94,0.08429,16.4
15299-99-7,Napropamide,1.1804412981947188,1.5383697040839033,2.279966185099275,True,-0.002326323888029817,0.07311914465108785,0.0552224604667193,0.02033935116410973,-0.0024552553852809833,-0.029150080217002477,0.17857187169824673,-0.03142047726242807,0.007376748975086274,271.4,3.358,0.005,15.15
50-65-7,Niclosamide,1.079217435746567,1.52139081135743,2.768046462501725,True,-0.0034956417870027844,0.08496961186028608,0.04995815541283886,0.02033935116410973,-0.0024552553852809833,-0.04054853993592177,0.17372606928426088,-0.031121511195773374,0.0009263080585183833,327.1,3.748,0.005,12.0
27314-13-2,Norflurazon,1.0449707052927693,0.8936516111748665,1.4168344044513492,True,-0.011349265148494162,-0.01846348992047386,0.01209940358512765,-0.02015724072460109,-0.009450075682882527,-0.049409800277843904,-0.30116003918202044,0.024447419106290228,-0.0019975644616295725,303.7,2.378,0.1841,11.09
19044-88-3,Oryzalin,1.3053728686412969,1.5163172106977094,1.6253404434014358,True,-0.008458080846806517,0.08496961186028608,0.04995815541283886,0.02033935116410973,-0.0024552553852809833,-0.03863534230110008,0.17372606928426088,-0.031121511195773374,-0.001098051176220044,346.4,3.725,0.004802,20.2
144651-06-9,Oxasulfuron,0.4924810101288767,0.8259560421277011,2.1551377390942976,True,-0.09801324299257978,-0.04022251871805803,-0.06930911553991491,0.0033180934342430268,0.004784728964977889,-0.03275316052095374,-0.09601677441144088,-0.03772331484548317,-0.07720091712448311,406.4,1.101,0.06084,3.107
76738-62-0,Paclobutrazol,0.8537590330747687,1.1953935718815047,2.196011139591814,True,-0.009294518809595503,0.06987053212782149,0.06033303354890705,-0.022523879001129097,-0.009450075682882527,-0.040646754426184824,-0.15602013137359122,0.03227133643359676,0.0017617651831669339,293.8,3.202,0.1538,7.14
56-38-2,Parathion,0.8228869478341506,1.275212273397272,2.8335137572363203,True,-0.007296345571990674,0.07713311833201451,0.04837211036407236,-0.00844461365912147,-0.0011767251345701627,-0.041033450009742595,-0.048556317194636475,-0.0148539204335519,0.0019761528234030074,291.3,3.83,0.04,6.65
40487-42-1,Pendimethalin,0.858236335429513,1.2464642787277618,2.444713345434041,True,-0.0031958685428574263,-0.09163055158694938,-0.07644237282968115,0.03407902804913456,-0.00386187084684703,-0.04274551407182287,0.16581700587777318,-0.009410087336034392,0.004762246133651227,281.3,5.198,0.005,7.214
52645-53-1,Permethrin,1.8350624510082343,1.4702508748860308,2.3163894385399266,True,-0.03698268896731956,-0.07227153520004877,-0.027098860323819345,0.026065096957000877,-0.0028304945547322716,0.10599253813084523,0.236296924976024,0.016818541103214006,-0.044830911116528364,391.3,6.499,1e-06,68.4
2310-17-0,Phosalone,1.3996910237053748,1.6599540421719376,1.8208032439927306,True,0.01758754085507317,0.08217609340551592,0.06137107596068015,0.03174487598764611,-0.002086587311554866,0.025810177135994594,0.17374419160880045,-0.010262207828773672,0.010776618477160979,367.8,4.38,0.00608,25.1
51-03-6,Piperonyl butoxide,1.8808764461441208,1.4710890580358034,2.569137735559646,True,-0.002694509049116763,-0.04142554194893242,-0.015454268545625295,0.032738874784821285,-0.0011284322548484845,0.06786925315651801,0.15920733112510102,-0.0112386828667648,0.014122769753255859,338.4,4.745,0.005,76.01
23103-98-2,Pirimicarb,1.3527804675713253,1.0303303879636068,2.101116240361014,True,-0.008937610233257683,-0.023123572865820282,-0.03813915364718645,-0.00784052369844441,-0.005038487327206141,-0.02156086440499622,-0.12133056129223513,-0.009603907012408104,-0.0031871954362346563,238.3,1.698,0.1633,22.53
29232-93-7,Pirimiphos-methyl,1.696365126964978,1.522618440942991,1.4919239508336122,True,-0.0034848218033521933,0.0799394811979215,0.044472816606988846,0.002629619127513294,-0.00223302634678845,-0.041033450009742595,0.18409293824189052,-0.016280693728067612,0.005423313775232833,305.3,4.197,0.0134,49.7
67747-09-5,Prochloraz,1.2148703286112197,1.5125168598099796,1.9844791082438875,True,-0.022466409272139026,0.07790863972070662,0.04710413673249078,0.002629619127513294,-0.0008080570608440459,0.008726427256103609,0.15268325987710513,-0.010728507974504522,-0.011624512477847368,376.7,4.098,0.02237,16.4
29091-21-2,Prodiamine,0.8583567052977734,1.5199047676468207,4.5872040849816,True,-0.008458080846806517,0.0799394811979215,0.044472816606988846,0.025960847971402672,-0.002086587311554866,-0.034441874532597214,0.17372606928426088,-0.026227538534851706,-0.002072630069337853,350.3,4.102,0.005,7.216
1610-18-0,Prometon,0.9122752104988123,1.4713768970564511,3.6232782462966546,True,-0.003474033991418416,0.02306465231502994,0.058526844871736955,-0.002991877679779649,-0.0011767251345701627,-0.03349677042089898,0.1754213259141989,-0.01605760470352383,0.002468822004281236,225.3,2.991,0.0289,8.17
7287-19-6,Prometryn,1.5536524739734743,1.5514382113952385,1.005111547616074,True,-0.004053679141651305,0.08937420406276242,0.054628527974317505,0.02033935116410973,-0.0024552553852809833,-0.029150080217002477,0.1796747003223275,-0.031410464456268126,0.005398643190529619,241.4,3.511,0.005,35.78
25606-41-1,Propamocarb hydrochloride,0.7646243978509815,0.4467991896972902,2.078859833548446,True,0.025783857529496697,-0.2639065521446863,-0.18221378685962464,-0.0426339634503343,-0.012339763838410454,0.002999690051606799,-0.29483637836700693,-0.057312224959271796,0.0021660478541271136,224.7,0.02809,0.8435,5.815
709-98-8,Propanil,1.05311687492293,1.2880272097601608,1.7175537415395814,True,0.005107014196207361,0.057694851491030465,0.05417843817517488,0.0007062042192195032,-0.0008301157882406963,-0.03349677042089898,-0.05214262786920269,-0.01101094335313443,-0.0012711047713901212,218.1,3.071,0.0713,11.3
139-40-2,Propazine,1.1643826009631688,1.4430310819135368,1.8995401649270476,True,-0.003474033991418416,0.02021627542767487,0.057756104047035364,-0.002991877679779649,-0.0011767251345701627,-0.03349677042089898,0.1506946284833414,-0.01605760470352383,0.002468822004281236,229.7,2.931,0.03651,14.6
31218-83-4,Propetamphos,1.2106127663528976,1.522618440942991,2.0511889799503957,True,-0.0031958685428574263,0.08496961186028608,0.05009431341428179,-0.002991877679779649,0.005594705637476566,-0.041033450009742595,0.1762652062576255,-0.021599777650926973,0.005423313775232833,281.3,3.816,0.009787,16.24
114-26-1,Propoxur,0.8388490907372553,1.0762759191370446,1.727534894281292,True,0.052931130787169774,-0.021134119001567687,-0.052994141332251984,-0.008312308731348222,-0.0041532035396766144,-0.012161465668258991,-0.14874136946663516,-0.008752322731309643,0.01050145493952771,209.2,1.524,0.2159,6.899
23950-58-5,Propyzamide,0.7324741772811936,1.2921674845504472,3.628217446029881,True,-0.006127027673017715,0.0652826511228163,0.053636415417952804,0.0007062042192195032,-0.0011767251345701627,-0.03014718042484412,-0.050687119193158076,-0.011176625298701497,0.0027646276333545793,256.1,3.429,0.06756,5.4
94125-34-5,Prosulfuron,1.0158206342620693,1.0352492418153396,1.045751768144741,True,-0.15511929699305457,-0.047886966759410836,-0.021577876470791426,0.02047608636474748,-0.0022305466843758857,-0.04517170346433934,0.13851693546642185,-0.03014584318663645,-0.09070381033861626,419.4,1.891,0.005,10.37
123312-89-0,Pymetrozine,0.9351040211514496,0.8321661069020173,1.267470658185429,True,0.04377052346565295,-0.28490275953549826,-0.2151389250016942,0.155998924796753,0.02027880100848273,0.0031204163669991724,-0.20747022885737046,0.03689951311206004,0.010517577665237898,217.2,-0.1774,0.9946,8.611
175013-18-0,Pyraclostrobin,1.7318384731428904,1.602477636995797,1.3469790347834294,True,-0.02778351010281862,0.08885883603580977,0.04698845387927363,0.025960847971402672,-0.002086587311554866,0.010176097289725626,0.17854390514196272,0.02711801136004324,-0.014390681149441927,387.8,3.99,0.001584,53.93
96489-71-3,Pyridaben,1.8057114976621655,1.447415677292526,2.2818958597129027,True,0.0074706130595068145,-0.09880796332325842,-0.05559040528759894,0.03407902804913456,-0.00386187084684703,0.14293229937662577,0.15999404270219025,-0.0158528405411243,0.00796051022250198,364.9,6.367,0.005,63.93
53112-28-0,Pyrimethanil,1.6423754757990503,1.608508870084304,1.0811018380364228,True,0.05868582024047517,0.049198879483237166,0.06961603502674807,-0.00249581090933423,-0.0013477425592589255,-0.027331580346878305,0.18251832472367152,-0.021043911647274583,0.03161659219152372,199.3,2.841,0.01673,43.89
95737-68-1,Pyriproxyfen,1.2268833283909168,1.5664957833982462,2.185810234015081,True,-0.0021057654810022986,0.07971385898609751,0.04408154390937672,0.025960847971402672,0.002366707288522358,-0.02592619031876724,0.17819141855689685,-0.004830630561075544,-4.827083459942451e-05,321.4,4.199,0.000907,16.86
83-79-4,Rotenone,1.4519552097682025,1.5345969531536854,1.2095999031537679,True,-0.029173386408819106,0.08817860327903639,0.047243568575442825,0.02373094489551242,-0.005508505619517334,0.030441707197826615,0.17854390514196272,-0.02609138053340877,-0.041860767255744745,394.4,4.098,0.003404,28.31
28434-00-6,s-bioallethrin,1.6618221471876118,1.5507325984106095,1.2914855423165021,True,-0.000519855342022351,-0.07362188388346512,-0.04992243291707434,0.02695484676857785,0.005373123917072632,-0.04642090112035294,0.4270197144313632,-0.010296551273005597,0.003074273948120082,302.4,4.78,1e-06,45.9
