DTXSID,CAS,Compound,MW,logP,Fup,AC50_10pct_uM,SEEM_mg_kg_day,Clint_httk,Clint_GCN,Clint_RF,CL_httk,CL_GCN,CL_RF,AED_httk,AED_GCN,AED_RF,BER_httk,BER_GCN,BER_RF,BER_httk_ref,concern_httk,concern_GCN,concern_RF
DTXSID3024289,129-00-0,Pyrene,202.3,4.883,0.02415,1.0,,6.18,5.4613,0.0052,1.417007,1.406764,0.021244,6.879853,6.830122,0.103145,,,,,no_data,no_data,no_data
DTXSID7020392,131-17-9,Diallyl phthalate,246.3,3.229,0.9621,1.0,,0.0,35.0027,18.3914,0.0,1.499611,1.499259,0.0,8.864499,8.862422,,,,,no_data,no_data,no_data
DTXSID6021244,13292-46-1,Rifampicin,823.0,3.085,0.04344,1.0,,0.0,,9.4958,0.0,,1.468873,0.0,,29.01318,,,,,no_data,no_data,no_data
DTXSID7032004,13311-84-7,Flutamide,276.2,3.35,0.03758,1.0,,30.38,18.9418,24.8996,1.488603,1.481804,1.486117,9.867648,9.822579,9.851174,,,,,no_data,no_data,no_data
DTXSID9026261,13674-87-8,"""tris(1,3-dichloro-2-propyl) phosphate (tdcpp)""",430.9,3.65,0.01078,1.0,,5.092,57.6413,8.2396,1.293945,1.479191,1.365608,13.381464,15.297204,14.122567,,,,,no_data,no_data,no_data
DTXSID6047363,139290-65-6,Volinanserin,373.5,3.106,0.5097,1.0,,5.464,31.7098,32.1127,1.495307,1.499189,1.499199,13.403929,13.438732,13.438823,,,,,no_data,no_data,no_data
DTXSID9022360,140-66-9,"""4-(1,1,3,3-tetramethylbutyl)phenol""",206.3,4.867,0.01902,1.0,,26.98,28.8809,0.0051,1.474877,1.476504,0.016463,7.302409,7.310468,0.081511,,,,,no_data,no_data,no_data
DTXSID5024051,1445-75-6,Diisopropyl methylphosphonate (dimp),180.2,1.034,0.9727,1.0,,0.0,43.7563,4.9199,0.0,1.499692,1.497265,0.0,6.485868,6.475372,,,,,no_data,no_data,no_data
DTXSID9047251,145742-28-5,"""(2s,3s)-n-[2-methoxy-5-(trifluoromethoxy)benzyl]-2-phenylpiperidin-3-amine""",380.4,4.031,0.07996,1.0,,0.0,27.4911,14.1297,0.0,1.494059,1.488484,0.0,13.640159,13.589261,,,,,no_data,no_data,no_data
DTXSID4020537,147-24-0,Diphenhydramine hydrochloride,291.8,0.3888,0.4131,1.0,,0.0,20.0142,13.2837,0.0,1.498416,1.497614,0.0,10.493705,10.488093,,,,,no_data,no_data,no_data
DTXSID5020730,148-24-3,8-hydroxyquinoline,145.2,2.019,0.1184,1.0,,69.68,0.6367,7.0712,1.498412,1.344141,1.484501,5.221667,4.684062,5.173188,,,,,no_data,no_data,no_data
DTXSID0020311,150-68-5,Monuron,198.6,1.941,0.4551,1.0,,3.086,22.7202,6.5867,1.490722,1.498733,1.495639,7.105376,7.143561,7.128812,,,,,no_data,no_data,no_data
DTXSID7041623,15310-01-7,Benodanil,323.1,2.855,0.07513,1.0,,21.4,10.2453,7.8973,1.491889,1.483157,1.478222,11.568703,11.500992,11.462723,,,,,no_data,no_data,no_data
DTXSID9020249,1563-66-2,Carbofuran,221.3,1.974,0.4213,1.0,,0.0,22.3437,7.5251,0.0,1.498608,1.495876,0.0,7.959409,7.944894,,,,,no_data,no_data,no_data
DTXSID9022312,1806-26-4,4-octylphenol,206.3,5.187,0.005,1.0,,15.65,30.0168,0.011,1.349273,1.417445,0.009379,6.680523,7.018052,0.046437,,,,,no_data,no_data,no_data
DTXSID9027441,1843-05-6,2-hydroxy-4-(octyloxy)benzophenone,326.4,6.395,1e-06,1.0,,807.0,24.2987,18.8409,1.353402,0.32627,0.26598,10.602012,2.555869,2.083584,,,,,no_data,no_data,no_data
DTXSID0024000,1861-32-1,Chlorthal-dimethyl,332.0,4.278,0.01666,1.0,,38.62,51.4408,9.4326,1.479894,1.484855,1.42096,11.791798,11.831323,11.322206,,,,,no_data,no_data,no_data
DTXSID7024376,1929-77-7,Vernolate,203.3,3.839,0.01906,1.0,,25.1,102.8919,0.0146,1.473084,1.493344,0.046279,7.187473,7.286323,0.225804,,,,,no_data,no_data,no_data
DTXSID5021097,2058-46-0,Oxytetracycline hydrochloride,496.9,-1.034,0.6283,1.0,,0.0,35.2318,2.4628,0.0,1.499408,1.491574,0.0,17.881339,17.787915,,,,,no_data,no_data,no_data
DTXSID0023907,205-99-2,Benzo[b]fluoranthene,252.3,5.779,0.01059,1.0,,5.564,3.4041,4.4364,1.306221,1.207263,1.264694,7.909427,7.310219,7.657976,,,,,no_data,no_data,no_data
DTXSID3024104,206-44-0,Fluoranthene,202.3,5.16,0.01409,1.0,,8.064,3.8985,0.0105,1.392844,1.294069,0.024965,6.762538,6.282962,0.121209,,,,,no_data,no_data,no_data
DTXSID7022174,2104-64-5,O-ethyl o-(p-nitrophenyl) phenylphosphonothioate,323.3,4.776,0.01016,1.0,,8.16,18.4323,6.8509,1.35693,1.433107,1.332642,10.528694,11.119765,10.340237,,,,,no_data,no_data,no_data
DTXSID3020916,2243-62-1,"""1,5-diaminonaphthalene""",158.2,0.8928,0.6333,1.0,,0.0,3.4252,4.3371,0.0,1.49398,1.495241,0.0,5.672342,5.677133,,,,,no_data,no_data,no_data
DTXSID3041376,24602-86-6,Tridemorph,297.5,5.595,0.002679,1.0,,12.91,33.6428,9.3809,1.197375,1.367383,1.112907,8.549256,9.763114,7.946155,,,,,no_data,no_data,no_data
DTXSID9043938,2528-16-7,Benzyl hydrogen phthalate,256.3,2.93,0.0352,1.0,,0.0,27.7827,6.0058,0.0,1.486711,1.44044,0.0,9.145058,8.860434,,,,,no_data,no_data,no_data
DTXSID5032523,2634-33-5,"""1,2-benzisothiazolin-3-one""",151.2,0.8033,0.005,1.0,,34.74,0.7971,6.7501,1.428131,0.469739,1.191425,5.182401,1.704587,4.323444,,,,,no_data,no_data,no_data
DTXSID4020458,2921-88-2,Chlorpyrifos,350.6,4.959,0.007932,1.0,,2.6,5.122,3.2238,1.053478,1.23441,1.117868,8.864382,10.386822,9.406187,,,,,no_data,no_data,no_data
DTXSID4032459,298-02-2,Phorate,260.4,3.693,0.0129,1.0,,0.0,169.8268,16.5597,0.0,1.494039,1.441033,0.0,9.337144,9.005883,,,,,no_data,no_data,no_data
DTXSID4022731,298-46-4,Carbamazepine,236.3,2.449,0.5141,1.0,,2.375,5.8543,2.4167,1.489338,1.495656,1.48952,8.446331,8.482165,8.447367,,,,,no_data,no_data,no_data
DTXSID8020127,30516-87-1,Azidothymidine,267.2,0.04963,0.914,1.0,,2.414,0.643,3.8065,1.494081,1.478017,1.496241,9.581241,9.478224,9.595093,,,,,no_data,no_data,no_data
DTXSID9027522,3147-75-9,Octrizole,323.4,4.018,0.0223,1.0,,5.87,0.2064,6.2399,1.406104,0.517393,1.411341,10.913615,4.015797,10.954263,,,,,no_data,no_data,no_data
DTXSID5041691,35256-85-0,Butam,233.4,3.001,0.2267,1.0,,9.846,41.8058,24.154,1.494149,1.498618,1.497609,8.369623,8.394657,8.389008,,,,,no_data,no_data,no_data
DTXSID1038321,3739-38-6,3-phenoxybenzoic acid,214.2,3.906,0.00716,1.0,,0.0,14.7441,0.009,0.0,1.385294,0.010977,0.0,7.121521,0.05643,,,,,no_data,no_data,no_data
DTXSID8022828,4291-63-8,2-chloro-2'-deoxyadenosine,285.7,0.01732,0.9848,1.0,,0.0,0.0065,3.1695,0.0,0.634098,1.495811,0.0,4.347882,10.256477,,,,,no_data,no_data,no_data
DTXSID5022308,446-72-0,Genistein,270.2,2.962,0.02426,1.0,,18.69,11.8505,8.3889,1.471629,1.455738,1.438226,9.543221,9.440171,9.326608,,,,,no_data,no_data,no_data
DTXSID9047592,484-17-3,9-phenanthrol,194.2,3.911,0.005435,1.0,,20.98,6.2056,0.0458,1.393197,1.191258,0.041532,6.493415,5.552213,0.193575,,,,,no_data,no_data,no_data
DTXSID4020375,50-29-3,"""p,p'-ddt""",354.5,6.91,1e-06,1.0,,12.5,20.3508,15.5286,0.187664,0.283271,0.226274,1.596646,2.410066,1.925138,,,,,no_data,no_data,no_data
DTXSID7021237,50-55-5,Reserpine,608.7,2.57,0.005994,1.0,,0.0,23.2889,2.858,0.0,1.411606,0.993204,0.0,20.621873,14.509515,,,,,no_data,no_data,no_data
DTXSID4020290,50892-23-4,Pirinixic acid,323.8,2.067,0.005454,1.0,,7.51,0.812,7.6006,1.236184,0.504405,1.238781,9.60663,3.919835,9.626812,,,,,no_data,no_data,no_data
DTXSID0020523,51-28-5,"""2,4-dinitrophenol""",184.1,1.672,0.02723,1.0,,0.0,12.753,4.3627,0.0,1.463169,1.397192,0.0,6.464868,6.173353,,,,,no_data,no_data,no_data
DTXSID5021209,51-52-5,6-propyl-2-thiouracil,170.2,-0.3859,0.4736,1.0,,1.323,2.5132,0.58,1.479362,1.489064,1.453738,6.042896,6.08253,5.938231,,,,,no_data,no_data,no_data
DTXSID1047285,527680-56-4,"""n-[(3r)-1-azabicyclo[2.2.2]oct-3-yl]-2,3-dihydro-1,4-benzodioxine-6-carboxamide""",288.3,1.835,1.0,1.0,,3.688,,8.4056,1.496453,,1.498442,10.354258,,10.368018,,,,,no_data,no_data,no_data
DTXSID4024066,528-29-0,"""1,2-dinitrobenzene""",168.1,1.69,0.06949,1.0,,24.2,8.0045,2.832,1.492243,1.476792,1.436207,6.020306,5.95797,5.794232,,,,,no_data,no_data,no_data
DTXSID4034150,52-86-8,Haloperidol,375.9,4.288,0.1784,1.0,,5.062,24.1514,28.1731,1.48562,1.496963,1.497396,13.402668,13.505001,13.508906,,,,,no_data,no_data,no_data
DTXSID4021185,53-03-2,Prednisone,358.4,1.466,0.4818,1.0,,9.09,35.237,6.5126,1.497012,1.499228,1.495833,12.876699,12.89576,12.866556,,,,,no_data,no_data,no_data
DTXSID1022053,534-52-1,"""2-methyl-4,6-dinitrophenol""",198.1,2.131,0.002637,1.0,,0.0,16.2539,10.0266,0.0,1.245907,1.127306,0.0,5.923542,5.359665,,,,,no_data,no_data,no_data
DTXSID5020653,548-62-9,Hexamethyl-p-rosaniline chloride,408.0,0.9598,0.01384,1.0,,8.322,19.8231,22.9672,1.394189,1.453683,1.459854,13.651896,14.234468,14.294893,,,,,no_data,no_data,no_data
DTXSID5023950,55285-14-8,Carbosulfan,380.6,4.829,0.005,1.0,,26.74,48.587,7.9532,1.407949,1.447902,1.229692,12.860768,13.225714,11.232501,,,,,no_data,no_data,no_data
DTXSID2024086,563-12-2,Ethion,384.5,5.066,1e-06,1.0,,10.41,156.9101,15.5286,0.159626,0.963337,0.226274,1.473026,8.889676,2.088055,,,,,no_data,no_data,no_data
DTXSID3020465,56-53-1,Diethylstilbestrol (des),268.4,5.067,0.00935,1.0,,39.5,36.0851,5.3272,1.465319,1.462119,1.276059,9.438996,9.418388,8.21986,,,,,no_data,no_data,no_data
DTXSID5023902,56-55-3,Benz[a]anthracene,228.3,5.602,0.01121,1.0,,18.27,4.4452,4.9749,1.4386,1.27614,1.296746,7.882376,6.992229,7.105131,,,,,no_data,no_data,no_data
DTXSID8020541,57-41-0,Phenytoin,252.3,2.364,0.1624,1.0,,0.8178,1.4544,0.8447,1.407371,1.446468,1.410144,8.52191,8.758653,8.538702,,,,,no_data,no_data,no_data
DTXSID9024063,576-26-1,"""2,6-dimethylphenol""",122.2,2.36,0.2086,1.0,,20.52,31.7622,7.5568,1.496943,1.498024,1.491728,4.390235,4.393404,4.37494,,,,,no_data,no_data,no_data
DTXSID3022370,57-83-0,Progesterone,314.5,3.871,0.02311,1.0,,33.7,45.1216,5.7927,1.483351,1.48753,1.408058,11.196333,11.227879,10.628022,,,,,no_data,no_data,no_data
DTXSID6027218,579-66-8,"""2,6-diethylaniline""",149.2,2.741,0.08962,1.0,,16.13,25.2206,6.9688,1.490984,1.494221,1.479295,5.338916,5.350508,5.297061,,,,,no_data,no_data,no_data
DTXSID1020510,57-97-6,"""7,12-dimethylbenz(a)anthracene""",256.3,5.8,0.005,1.44612754690257,,3.226,10.8303,9.1998,0.97281,1.29152,1.260471,8.65355,11.488612,11.212417,,,,,no_data,no_data,no_data
DTXSID0020232,58-08-2,Caffeine,194.2,-0.07099,1.0,1.0,,0.2855,0.4042,0.3183,1.455438,1.468248,1.459908,6.783507,6.843208,6.804337,,,,,no_data,no_data,no_data
DTXSID9021217,58-14-0,Pyrimethamine,248.7,2.69,0.1177,1.0,,2.768,0.1593,3.0224,1.460806,1.023046,1.464026,8.719257,6.106355,8.738476,,,,,no_data,no_data,no_data
DTXSID8024107,59756-60-4,Fluridone ,329.3,3.046,0.1378,1.0,,5.594,7.7827,68.3075,1.483181,1.487873,1.498608,11.721877,11.758956,11.843801,,,,,no_data,no_data,no_data
DTXSID0021256,599-79-1,Sulfasalazine,398.4,2.425,0.004,1.0,,5.16,2.0292,6.2335,1.053733,0.722218,1.110637,10.075373,6.905563,10.61947,,,,,no_data,no_data,no_data
DTXSID6024460,60-09-3,4-aminoazobenzene,197.2,3.409,0.0171,1.0,,15.7,0.5575,0.0201,1.452701,0.782504,0.056749,6.875342,3.703435,0.268583,,,,,no_data,no_data,no_data
DTXSID9020453,60-57-1,Dieldrin,380.9,5.118,0.009376,1.0,,0.0,21.0926,3.8311,0.0,1.436506,1.206417,0.0,13.131962,11.028584,,,,,no_data,no_data,no_data
DTXSID5020528,606-20-2,"""2,6-dinitrotoluene""",182.1,2.098,0.131,1.0,,34.64,16.8351,6.6165,1.497116,1.494078,1.485024,6.542996,6.529719,6.490147,,,,,no_data,no_data,no_data
DTXSID8024523,63-05-8,Androstenedione,286.4,2.752,0.1744,1.0,,25.92,41.9257,19.1323,1.497105,1.498209,1.496081,10.290501,10.298089,10.28346,,,,,no_data,no_data,no_data
DTXSID9047540,6344-67-8,3-hydroxyfluorene,182.2,3.189,0.02488,1.0,,20.56,12.8885,0.0081,1.474798,1.460195,0.033803,6.448997,6.385143,0.147813,,,,,no_data,no_data,no_data
DTXSID9032537,7173-51-5,Didecyl dimethyl ammonium chloride,362.1,2.683,0.005,1.0,,0.0,28.0756,7.2496,0.0,1.412071,1.208555,0.0,12.271463,10.502828,,,,,no_data,no_data,no_data
DTXSID6020561,72-20-8,Endrin,380.9,5.118,0.006423,1.0,,0.0,21.0926,3.2238,0.0,1.409084,1.05474,0.0,12.881278,9.642013,,,,,no_data,no_data,no_data
DTXSID4020373,72-54-8,"""p,p'-ddd""",320.0,6.129,0.03115,1.0,,0.0,20.6449,9.9427,0.0,1.479884,1.458827,0.0,11.365513,11.203789,,,,,no_data,no_data,no_data
DTXSID5024261,732-11-6,Phosmet,317.3,2.781,0.0477,1.0,,23.82,58.0318,6.5501,1.488548,1.495278,1.459176,11.335592,11.386842,11.111917,,,,,no_data,no_data,no_data
DTXSID5020784,75330-75-5,Lovastatin,404.5,4.258,0.01429,1.0,,21.9,37.3116,7.3515,1.459241,1.475805,1.384775,14.166311,14.327114,13.4434,,,,,no_data,no_data,no_data
DTXSID0021125,77-09-8,Phenolphthalein,318.3,2.89,0.03116,1.0,,47.4,8.7726,3.1136,1.491175,1.45352,1.376023,11.391382,11.103728,10.511718,,,,,no_data,no_data,no_data
DTXSID4022442,77-40-7,Bisphenol b,242.3,3.765,0.01823,1.0,,35.66,21.7222,7.9762,1.480098,1.467604,1.414939,8.607066,8.53441,8.228155,,,,,no_data,no_data,no_data
DTXSID6022345,789-02-6,"""o,p'-ddt""",354.5,6.923,1e-06,1.0,,15.3,18.0413,15.5286,0.223439,0.256624,0.226274,1.901019,2.183353,1.925138,,,,,no_data,no_data,no_data
DTXSID0023581,79902-63-9,Simvastatin,418.6,4.677,0.00398,1.0,,24.3,39.3908,7.9532,1.375664,1.420782,1.175408,13.820471,14.273745,11.80862,,,,,no_data,no_data,no_data
DTXSID8021771,80-46-6,4-(2-methylbutan-2-yl)phenol,164.2,3.491,0.005,1.0,,20.96,24.9473,0.0341,1.384519,1.401767,0.028698,5.456111,5.524084,0.113093,,,,,no_data,no_data,no_data
DTXSID5023742,81-81-2,Warfarin,308.3,2.7,0.01327,1.0,,0.0,18.4866,4.7355,0.0,1.44839,1.316825,0.0,10.716929,9.743454,,,,,no_data,no_data,no_data
DTXSID5020867,838-88-0,"""4,4'-methylene bis(2-methylaniline)""",226.3,2.182,0.2257,1.0,,3.984,18.7002,25.7835,1.485558,1.4969,1.49775,8.068365,8.129962,8.134581,,,,,no_data,no_data,no_data
DTXSID7041097,85532-75-8,Pk 11195,352.9,4.793,0.01614,1.0,,42.12,4.3031,5.6464,1.480957,1.332314,1.368716,12.543117,11.28417,11.592476,,,,,no_data,no_data,no_data
DTXSID6021030,86-30-6,N-nitrosodiphenylamine,198.2,3.13,0.04368,1.0,,8.288,2.3538,0.0063,1.464635,1.382463,0.04578,6.966977,6.576099,0.217768,,,,,no_data,no_data,no_data
DTXSID3020627,86386-73-4,Fluconazole ,306.3,0.5014,0.7109,1.0,,1.832,0.0025,20.2377,1.489999,0.253446,1.499089,10.953284,1.863133,11.020104,,,,,no_data,no_data,no_data
DTXSID8026307,87-62-7,"""2,6-dimethylaniline""",121.2,1.839,0.4311,1.0,,8.96,28.3141,7.77,1.496613,1.498927,1.496096,4.353348,4.360078,4.351843,,,,,no_data,no_data,no_data
DTXSID7021106,87-86-5,Pentachlorophenol,266.3,5.119,0.05441,1.0,,8.764,16.3461,8.6702,1.472998,1.485401,1.472711,9.414225,9.493495,9.412392,,,,,no_data,no_data,no_data
DTXSID5021386,88-06-2,"""2,4,6-trichlorophenol""",197.4,3.691,0.01512,1.0,,18.76,11.021,0.0225,1.455157,1.425237,0.056191,6.89395,6.752202,0.266212,,,,,no_data,no_data,no_data
DTXSID3020207,88-85-7,Dinoseb,240.2,3.559,0.00043,1.0,,0.0,16.2588,47.4781,0.0,0.666575,1.050298,0.0,3.842674,6.054758,,,,,no_data,no_data,no_data
DTXSID5023877,90-04-0,2-anisidine,123.2,1.18,0.4532,1.0,,0.0,10.4914,6.594,0.0,1.497247,1.495625,0.0,4.427061,4.422265,,,,,no_data,no_data,no_data
DTXSID1021798,91-22-5,Quinoline,129.2,2.031,0.2036,1.0,,38.6,0.2265,6.0941,1.498333,1.260979,1.489506,4.646032,3.910044,4.618661,,,,,no_data,no_data,no_data
DTXSID9020582,91-53-2,Ethoxyquin,217.3,3.106,0.01069,1.0,,15.16,8.2021,0.0086,1.423233,1.364015,0.015612,7.422446,7.113612,0.081418,,,,,no_data,no_data,no_data
DTXSID2020921,91-59-8,2-naphthylamine,143.2,2.281,0.1099,1.0,,18.5,5.1102,7.4345,1.493579,1.477011,1.484122,5.133131,5.076191,5.100631,,,,,no_data,no_data,no_data
DTXSID7020348,91-64-5,Coumarin,146.1,1.391,0.1922,1.0,,0.0,6.0288,3.8231,0.0,1.488769,1.482366,0.0,5.22022,5.197767,,,,,no_data,no_data,no_data
DTXSID2020137,92-87-5,Benzidine,184.2,1.34,0.1977,1.0,,6.91,5.7231,3.8231,1.490463,1.4885,1.482851,6.589039,6.580362,6.555386,,,,,no_data,no_data,no_data
DTXSID4022527,94-13-3,Propylparaben,180.2,3.036,0.07639,1.0,,38.0,39.2443,0.0213,1.495497,1.495639,0.235395,6.467724,6.468339,1.018036,,,,,no_data,no_data,no_data
DTXSID3020209,94-26-8,Butylparaben,194.2,3.565,0.0191,1.0,,39.3,38.7957,0.0156,1.482733,1.482511,0.049445,6.910723,6.909689,0.230451,,,,,no_data,no_data,no_data
DTXSID3026564,94-28-0,Tri(ethylene glycol) bis(2-ethylhexanoate),402.6,3.6,0.005,1.0,,22.62,51.3453,14.5845,1.392385,1.450608,1.339441,13.453785,14.016358,12.94221,,,,,no_data,no_data,no_data
DTXSID8021808,95-48-7,2-methylphenol,108.1,1.951,0.38,1.0,,27.48,21.9275,7.6469,1.498745,1.498428,1.495501,3.888345,3.887522,3.879928,,,,,no_data,no_data,no_data
DTXSID4024359,95-95-4,"""2,4,5-trichlorophenol""",197.4,3.722,0.005322,1.0,,26.24,10.1615,0.0479,1.411639,1.291281,0.042505,6.687782,6.117573,0.201373,,,,,no_data,no_data,no_data
DTXSID9020617,97-53-0,Eugenol,164.2,2.272,0.1922,1.0,,103.6,28.1597,10.7715,1.499342,1.497581,1.493693,5.908606,5.901668,5.886346,,,,,no_data,no_data,no_data
DTXSID7022413,97-54-1,Isoeugenol,164.2,3.035,0.005,1.0,,71.78,21.9661,22.1337,1.464335,1.389418,1.390194,5.770652,5.475419,5.478477,,,,,no_data,no_data,no_data
DTXSID1020221,98-54-4,4-tert-butylphenol,150.2,3.31,0.1052,1.0,,26.8,26.9201,14.8383,1.495364,1.495384,1.491647,5.390487,5.390561,5.377089,,,,,no_data,no_data,no_data
DTXSID3020964,98-95-3,Nitrobenzene,123.1,1.851,0.3844,1.0,,8.168,8.1324,7.77,1.495836,1.495817,1.495623,4.419297,4.419243,4.418668,,,,,no_data,no_data,no_data
DTXSID5021831,99-08-1,3-nitrotoluene,137.1,2.449,0.07728,1.0,,16.82,14.7449,9.5613,1.48998,1.488581,1.482462,4.902631,4.898026,4.877894,,,,,no_data,no_data,no_data
DTXSID0020943,99-59-2,2-methoxy-5-nitroaniline,168.2,1.471,0.3359,1.0,,12.03,10.3781,6.7557,1.496762,1.496248,1.494244,6.04213,6.040054,6.031964,,,,,no_data,no_data,no_data
DTXSID7022332,99-71-8,4-(butan-2-yl)phenol,150.2,3.083,0.0608,1.0,,19.03,26.0208,17.2552,1.488753,1.491758,1.487605,5.366655,5.377488,5.362519,,,,,no_data,no_data,no_data
DTXSID4022529,99-76-3,Methylparaben,152.1,1.958,0.07056,1.0,,107.5,45.1187,6.7952,1.498273,1.495893,1.473143,5.469297,5.460607,5.377561,,,,,no_data,no_data,no_data
DTXSID5023792,99-99-0,4-nitrotoluene,137.1,2.371,0.0679,1.0,,19.32,16.059,9.5613,1.490071,1.488071,1.480072,4.90293,4.896348,4.870028,,,,,no_data,no_data,no_data
DTXSID8040147,33286-22-5,Diltiazem hydrochloride,451.0,1.746,0.22,1.0,,23.48,31.0783,5.5942,1.497466,1.498085,1.489421,16.208572,16.215269,16.121497,,,,,no_data,no_data,no_data
DTXSID3020384,50-02-2,Dexamethasone,392.5,1.92,0.32,1.0,,1.791,29.3333,13.1464,1.477466,1.498604,1.49689,13.917726,14.116854,14.100701,,,,,no_data,no_data,no_data
DTXSID6022923,15307-86-5,Diclofenac,296.2,4.52,0.005,1.0,,65.42,6.3594,11.5434,1.460958,1.176555,1.302705,10.385659,8.363896,9.260669,,,,,no_data,no_data,no_data
DTXSID5020732,15687-27-1,Ibuprofen,206.3,3.735,0.01,1.0,,10.12,34.4462,0.0095,1.380737,1.462877,0.016127,6.836307,7.242998,0.079847,,,,,no_data,no_data,no_data
DTXSID8021359,64-77-7,Tolbutamide,270.4,2.339,0.04,1.0,,1.324,39.7039,2.2062,1.287494,1.491789,1.364811,8.355321,9.681115,8.857077,,,,,no_data,no_data,no_data
DTXSID4040686,22204-53-1,Naproxen,230.3,3.18,0.002,1.0,,26.48,21.5253,43.6615,1.287494,1.246835,1.363509,7.116237,6.891506,7.536388,,,,,no_data,no_data,no_data
DTXSID2022628,29122-68-7,Atenolol,266.3,0.1596,0.94,1.0,,1.986,26.0954,15.3104,1.493009,1.499466,1.499089,9.54212,9.583385,9.580981,,,,,no_data,no_data,no_data
DTXSID3037208,15307-79-6,Diclofenac sodium,318.1,0.7004,0.004131,1.0,,38.84,13.3765,39.3052,1.422502,1.295125,1.423372,10.859947,9.887505,10.866592,,,,,no_data,no_data,no_data
DTXSID5020108,50-78-2,Aspirin,180.2,1.193,0.532,1.0,,0.0,40.4508,6.5848,0.0,1.499391,1.496266,0.0,6.484566,6.471053,,,,,no_data,no_data,no_data
DTXSID2022707,36505-84-7,Buspirone,385.5,2.629,0.05,1.0,,7.66,2.1722,4.1962,1.466529,1.388268,1.440005,13.568328,12.844256,13.32293,,,,,no_data,no_data,no_data
DTXSID2023309,51384-51-1,Metoprolol,267.4,1.881,0.883,1.0,,6.231,21.5455,76.2699,1.497621,1.499311,1.499805,9.61113,9.621979,9.625151,,,,,no_data,no_data,no_data
DTXSID6021117,60-80-0,Antipyrine,188.2,0.3107,0.97,1.0,,0.5062,2.9301,1.365,1.473763,1.495401,1.490162,6.656694,6.754427,6.730764,,,,,no_data,no_data,no_data
DTXSID1021116,62-44-2,Phenacetin,179.2,1.58,0.6,1.0,,9.346,20.6865,8.9678,1.497665,1.498944,1.497567,6.441159,6.44666,6.440737,,,,,no_data,no_data,no_data
DTXSID6020648,54-31-9,Furosemide,330.7,2.029,0.012,1.0,,0.0,16.194,5.0547,0.0,1.435431,1.311062,0.0,11.392732,10.405633,,,,,no_data,no_data,no_data
DTXSID5021336,58-55-9,Theophylline,180.2,-0.02058,0.61,1.0,,0.7788,0.0642,0.58,1.472899,1.226284,1.463833,6.369992,5.303433,6.330787,,,,,no_data,no_data,no_data
DTXSID1021087,604-75-1,Oxazepam,286.7,2.239,0.04,1.0,,3.271,2.9523,2.2062,1.406063,1.396621,1.364811,9.674836,9.60987,9.390991,,,,,no_data,no_data,no_data
DTXSID1042574,15676-16-1,Sulpiride,341.4,0.5712,1.0,1.0,,0.0,44.095,24.3797,0.0,1.499703,1.499462,0.0,12.287964,12.285995,,,,,no_data,no_data,no_data
DTXSID7023300,83-43-2,Methylprednisolone,374.5,1.721,0.23,1.0,,5.452,30.0252,5.0079,1.489616,1.498104,1.488702,13.388669,13.464956,13.380454,,,,,no_data,no_data,no_data
DTXSID9021184,50-24-8,Prednisolone,360.4,1.62,0.25,1.0,,5.841,30.7526,2.7407,1.491074,1.498296,1.481105,12.897196,12.959665,12.810962,,,,,no_data,no_data,no_data
DTXSID8023719,97322-87-7,Troglitazone,441.5,4.36,0.000941,1.0,,21.85,40.5587,27.2902,1.052527,1.220471,1.119077,11.152581,12.932106,11.857737,,,,,no_data,no_data,no_data
DTXSID0020365,59865-13-3,Cyclosporin a,1203.0,2.92,1e-06,1.0,,8.591,37.8943,20.4339,0.134229,0.453618,0.284208,3.87547,13.096857,8.205658,,,,,no_data,no_data,no_data
DTXSID5020576,57-63-6,Ethinylestradiol,296.4,3.669,0.014,1.0,,0.0,26.6884,13.9203,0.0,1.46571,1.435608,0.0,10.426472,10.21234,,,,,no_data,no_data,no_data
DTXSID5023039,76824-35-6,Famotidine,337.4,-0.6389,0.84,1.0,,0.0,13.4483,2.3557,0.0,1.49884,1.493403,0.0,12.137008,12.092979,,,,,no_data,no_data,no_data
DTXSID6021080,73590-58-6,Omeprazole,345.4,2.231,0.16,1.0,,3.271,2.3894,8.1165,1.475358,1.46647,1.489971,12.23013,12.156447,12.351263,,,,,no_data,no_data,no_data
DTXSID6023523,2078-54-8,Propofol,178.3,3.791,0.016,1.0,,107.0,26.7223,0.0389,1.49238,1.469947,0.099705,6.386193,6.290199,0.426656,,,,,no_data,no_data,no_data
DTXSID9023752,111406-87-2,Zileuton,236.3,0.1828,0.07,1.0,,2.298,21.762,5.4662,1.42269,1.491442,1.466498,8.068359,8.458265,8.316803,,,,,no_data,no_data,no_data
DTXSID2020341,76-57-3,Codeine,299.4,1.14,1.0,1.0,,24.53,24.0564,73.6764,1.499466,1.499455,1.499822,10.77456,10.774485,10.777121,,,,,no_data,no_data,no_data
DTXSID8045191,66357-35-5,Ranitidine,314.4,0.2691,0.95,1.0,,1.324,35.991,14.5422,1.489647,1.499617,1.499052,11.240284,11.315507,11.311243,,,,,no_data,no_data,no_data
DTXSID7020504,58-15-1,Aminopyrine,231.3,0.9955,1.0,1.0,,4.1,8.3798,12.7824,1.496809,1.498437,1.498975,8.309085,8.318123,8.32111,,,,,no_data,no_data,no_data
