"Compound","CAS","DTXSID","logP","MW","pKa_Accept","pKa_Donor","Human.Clint","Human.Clint.pValue","Human.Funbound.plasma","Human.Rblood2plasma","MW_num","logP_num","Fup_num","Rblood2plasma_num","Clint_native","Clint_rf","needs_clint_impute","Clint_used","Clint_source","n_tc_assays","AC50_5pct_uM","AC50_med_uM","AC50_source","Exposure_median_mg_kg_day","Exposure_l95_mg_kg_day","Exposure_u95_mg_kg_day","Exposure_source","Exposure_pathway"
"Tebufenpyrad","119168-77-3","DTXSID0034223",4.61,333.9,"1.32","13.2",15.94,6.92e-06,0.005,NA,333.9,4.61,0.005,NA,15.94,41.4950924932675,FALSE,15.94,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tebupirimfos","96182-53-5","DTXSID1032482",3.543,318.4,"0.56"," ",22.64,1.27e-11,0.005,NA,318.4,3.543,0.005,NA,22.64,48.3952454796363,FALSE,22.64,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tebuthiuron","34014-18-1","DTXSID3024316",1.788,228.3," "," ",5.282,0.000481,0.4172,NA,228.3,1.788,0.4172,NA,5.282,4.39934111016515,FALSE,5.282,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tefluthrin","79538-32-2","DTXSID5032577",2.396,418.7," "," ",24.81,3.04e-06,0.005,NA,418.7,2.396,0.005,NA,24.81,5.89954373866688,FALSE,24.81,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tepraloxydim","149979-41-9","DTXSID7034252",3.688,341.8,"2.23"," ",3.349,0.002848,0.3834,NA,341.8,3.688,0.3834,NA,3.349,4.52551831950374,FALSE,3.349,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Terbacil","5902-51-2","DTXSID8024317",1.89,216.7," ","12",2.272,0.003718,0.1029,NA,216.7,1.89,0.1029,NA,2.272,4.5257178669822,FALSE,2.272,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tetramethrin","7696-12-0","DTXSID6032649",4.727,331.4," "," ",37.6,8.59e-05,0.005,NA,331.4,4.727,0.005,NA,37.6,38.1244830357141,FALSE,37.6,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Thiabendazole","148-79-8","DTXSID0021337",2.468,201.2,"4.08","10.3",0,0.002211,0.1382,NA,201.2,2.468,0.1382,NA,0,15.0146156741695,TRUE,15.0146156741695,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Thiacloprid","111988-49-9","DTXSID7034961",0.9225,252.7,"1.62"," ",2.574,0.003722,0.2857,NA,252.7,0.9225,0.2857,NA,2.574,3.23026311645931,FALSE,2.574,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Thiamethoxam","153719-23-4","DTXSID2034962",-0.1191,291.7,"0.4"," ",0,0.5767,0.8286,NA,291.7,-0.1191,0.8286,NA,0,1.45048197699563,TRUE,1.45048197699563,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Thiazopyr","117718-60-2","DTXSID1032488",3.889,396.4,"3.05"," ",41.5,3.422e-05,0.01139,NA,396.4,3.889,0.01139,NA,41.5,34.9934343240095,FALSE,41.5,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Thidiazuron","51707-55-2","DTXSID0032651",1.769,220.2," ","8.93",0,0.1546,0.02837,NA,220.2,1.769,0.02837,NA,0,10.1691069084358,TRUE,10.1691069084358,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Thiobencarb","28249-77-6","DTXSID6024337",3.4,257.8," "," ",233,0,1.88e-08,NA,257.8,3.4,1.88e-08,NA,233,139.745363690305,FALSE,233,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Thiophanate-methyl","23564-05-8","DTXSID1024338",1.4,342.4," ","7.51,8.23,13.7,14.3",2.469,0.02676,0.427,NA,342.4,1.4,0.427,NA,2.469,2.95771068367309,FALSE,2.469,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Triadimefon","43121-43-3","DTXSID3023897",2.771,293.8,"1.93"," ",14.59,0.0347,0.1142,NA,293.8,2.771,0.1142,NA,14.59,10.6087772380443,FALSE,14.59,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Triadimenol","55219-65-3","DTXSID0032493",2.901,295.8,"1.97","13.2",0,1.52e-05,0.1258,NA,295.8,2.901,0.1258,NA,0,10.5324855923336,TRUE,10.5324855923336,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Triasulfuron","82097-50-5","DTXSID0024345",1.102,401.8," ","3.43",14.58,1.22e-06,0.02305,NA,401.8,1.102,0.02305,NA,14.58,8.84658347074502,FALSE,14.58,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tribufos","78-48-8","DTXSID1024174",5.7,314.5," "," ",125.1,0.001043,0.06651,NA,314.5,5.7,0.06651,NA,125.1,64.005803765648,FALSE,125.1,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Triclopyr","55335-06-3","DTXSID0032497",2.516,256.5," ","2.28",0,0.706,0.02237,NA,256.5,2.516,0.02237,NA,0,8.13542526487386,TRUE,8.13542526487386,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Triclosan","3380-34-5","DTXSID5032498",4.762,289.5," ","7.68",27.8,0,0.00428,NA,289.5,4.762,0.00428,NA,27.8,21.258095502865,FALSE,27.8,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Trifloxysulfuron-sodium","199119-58-9","DTXSID8040222",0.8201,459.3," ","4.95",0,0.9504,0.00376,NA,459.3,0.8201,0.00376,NA,0,9.11747149037713,TRUE,9.11747149037713,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Triflumizole","68694-11-1","DTXSID2032500",1.404,345.8,"5.86,3.03"," ",19.6,0,0.00839,NA,345.8,1.404,0.00839,NA,19.6,13.3632988815788,FALSE,19.6,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Triflusulfuron-methyl","126535-15-7","DTXSID2032502",3.557,492.4," ","3.46",14.47,2.88e-11,0.3292,NA,492.4,3.557,0.3292,NA,14.47,13.6368356973481,FALSE,14.47,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Triticonazole","131983-72-7","DTXSID0032655",3.293,317.8,"2","13.3",6.118,3.38e-05,0.1373,NA,317.8,3.293,0.1373,NA,6.118,9.0877712670386,FALSE,6.118,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Vinclozolin","50471-44-8","DTXSID4022361",3.102,286.1," "," ",18.34,0.00011,0.5936,NA,286.1,3.102,0.5936,NA,18.34,10.8921071135605,FALSE,18.34,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Zoxamide","156052-68-5","DTXSID9032581",3.759,336.6," ","14.6",0,0.2991,0.01031,NA,336.6,3.759,0.01031,NA,0,11.1476931872362,TRUE,11.1476931872362,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""n-phenyl-1,4-benzenediamine""","101-54-2","DTXSID7025895",2.657,184.2,"5.4,0.51"," ",15.59,1e-04,0.1434,NA,184.2,2.657,0.1434,NA,15.59,14.2814034519361,FALSE,15.59,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""4,4'-methylenebis(n,n-dimethylaniline)""","101-61-1","DTXSID5020869",3.803,254.4,"5.44,4.83"," ",18.85,1e-04,0.001109,NA,254.4,3.803,0.001109,NA,18.85,30.2108870979985,FALSE,18.85,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""4,4'-oxydianiline""","101-80-4","DTXSID0021094",1.364,200.2,"4.64,3.76"," ",0,0.0096,0.3284,NA,200.2,1.364,0.3284,NA,0,5.3450469023336,TRUE,5.3450469023336,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-benzylideneoctanal","101-86-0","DTXSID4026684",4.339,216.3," "," ",14.36,1e-04,0.009805,NA,216.3,4.339,0.009805,NA,14.36,16.459377617358,FALSE,14.36,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""1,3-diphenylguanidine""","102-06-7","DTXSID3025178",2.959,211.3,"9.38"," ",0,0.0144,0.7844,NA,211.3,2.959,0.7844,NA,0,8.57215721874437,TRUE,8.57215721874437,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"N-ethyl-3-methylaniline","102-27-2","DTXSID4021848",2.42,135.2,"5.02"," ",13.12,1e-04,0.1414,NA,135.2,2.42,0.1414,NA,13.12,14.9087683007526,FALSE,13.12,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""heptachlor epoxide, isomer b""","1024-57-3","DTXSID1024126",5.191,389.3," "," ",0,0.9983,0.01068,NA,389.3,5.191,0.01068,NA,0,17.901050702272,TRUE,17.901050702272,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Di(2-ethylhexyl)adipate","103-23-1","DTXSID0020606",6.851,370.6," "," ",13.56,1e-04,0.03861,NA,370.6,6.851,0.03861,NA,13.56,10.6922416684617,FALSE,13.56,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Azelaic acid di(2-ethylhexyl) ester","103-24-2","DTXSID3026697",8.993,412.7," "," ",3.152,0.002,0.03126,NA,412.7,8.993,0.03126,NA,3.152,2.82711408174441,FALSE,3.152,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Acetaminophen","103-90-2","DTXSID2020006",0.4621,151.2," ","9.46",0.3598,NA,0.9398,1,151.2,0.4621,0.9398,1,0.3598,2.66652044041852,FALSE,0.3598,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"5-heptyldihydro-2(3h)-furanone","104-67-6","DTXSID4034287",3.445,184.3," "," ",9.47,0.00206,0.069,NA,184.3,3.445,0.069,NA,9.47,13.2804550432643,FALSE,9.47,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tamoxifen","10540-29-1","DTXSID1034187",6.235,371.5,"8.76"," ",0,0.9928,0.00165,NA,371.5,6.235,0.00165,NA,0,13.0345039798693,TRUE,13.0345039798693,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Dibutyl hexanedioate","105-99-7","DTXSID2021866",3.927,258.4," "," ",14.03,0.0238,0.5872,NA,258.4,3.927,0.5872,NA,14.03,14.839540684155,FALSE,14.03,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Methyl 1h-benzimidazol-2-ylcarbamate","10605-21-7","DTXSID4024729",1.519,191.2,"4.28","9.7,14",24,0.0049,0.4872,0.9166,191.2,1.519,0.4872,0.9166,24,10.2602967756394,FALSE,24,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"4-methylphenol","106-44-5","DTXSID7021869",1.94,108.1," ","10.4",39.66,1e-04,0.3259,NA,108.1,1.94,0.3259,NA,39.66,21.6493195136922,FALSE,39.66,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Dimethyl succinate","106-65-0","DTXSID5025152",0.3505,146.1," "," ",364.4,1e-04,0.9999,NA,146.1,0.3505,0.9999,NA,364.4,35.4563724289851,FALSE,364.4,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tebuconazole","107534-96-3","DTXSID9032113",3.7,307.8,"2.01","13.8",5.278,0.001,0.06601,NA,307.8,3.7,0.06601,NA,5.278,8.1878377912874,FALSE,5.278,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Resorcinol","108-46-3","DTXSID2021238",0.8006,110.1," ","9.26,10.7",14.48,1e-04,0.7448,NA,110.1,0.8006,0.7448,NA,14.48,5.85567124736567,FALSE,14.48,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Phenol","108-95-2","DTXSID5021124",1.462,94.11," ","10",5.496,0.0022,0.6201,NA,94.11,1.462,0.6201,NA,5.496,3.76974871351571,FALSE,5.496,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Mepanipyrim","110235-47-7","DTXSID4042121",3.279,223.3,"2.22","13.4",0,0.0513,0.03419,NA,223.3,3.279,0.03419,NA,0,23.2195707004756,TRUE,23.2195707004756,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""n,n'-methylenebis(acrylamide)""","110-26-9","DTXSID8025595",-0.6668,154.2," "," ",0,0.0697,1,NA,154.2,-0.6668,1,NA,0,2.56601121319297,TRUE,2.56601121319297,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Triethylene glycol diacetate","111-21-7","DTXSID3026223",0.5404,234.2," "," ",206,0,0.895,NA,234.2,0.5404,0.895,NA,206,26.5587054919275,FALSE,206,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Dimethyl glutarate","1119-40-0","DTXSID3025122",0.6217,160.2," "," ",46.3,1e-04,0.6989,NA,160.2,0.6217,0.6989,NA,46.3,17.2221002158475,FALSE,46.3,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-[2-(2-ethoxyethoxy)ethoxy]ethanol","112-50-5","DTXSID3024368",0.03197,178.2," "," ",0,0.5349,1,NA,178.2,0.03197,1,NA,0,1.8366069621821,TRUE,1.8366069621821,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Erythromycin","114-07-8","DTXSID4022991",3.06,733.9,"8.38","12.4,12.9,13.4,14,14.6",0,0.0683,0.5653,NA,733.9,3.06,0.5653,NA,0,5.1595214649642,TRUE,5.1595214649642,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Triphenyl phosphate","115-86-6","DTXSID1021952",4.589,326.3," "," ",26.44,0.001,0.002852,NA,326.3,4.589,0.002852,NA,26.44,42.4386589296292,FALSE,26.44,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Di-n-octyl phthalate","117-84-0","DTXSID1021956",8.097,390.6," "," ",0,0.8568,0.0233,NA,390.6,8.097,0.0233,NA,0,2.78576245162314,TRUE,2.78576245162314,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Benzophenone","119-61-9","DTXSID0021961",3.181,182.2," "," ",9.134,1e-04,0.06543,NA,182.2,3.181,0.06543,NA,9.134,10.3904512357263,FALSE,9.134,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"3,3'-dimethoxybenzidine","119-90-4","DTXSID3025091",1.813,244.3,"4.55,3.57"," ",0,0.0971,0.3343,NA,244.3,1.813,0.3343,NA,0,9.05801596232863,TRUE,9.05801596232863,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"O-tolidine","119-93-7","DTXSID5024059",2.34,212.3,"4.58,3.55"," ",0,0.6631,0.1427,NA,212.3,2.34,0.1427,NA,0,9.32155788235292,TRUE,9.32155788235292,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Ethylparaben","120-47-8","DTXSID9022528",2.464,166.2," ","8.5",57.24,1e-04,0.1057,0.9073,166.2,2.464,0.1057,0.9073,57.24,49.3229661046198,FALSE,57.24,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"P-cresidine","120-71-8","DTXSID1020350",1.737,137.2,"4.63"," ",19.53,1e-04,0.4043,NA,137.2,1.737,0.4043,NA,19.53,12.072721420766,FALSE,19.53,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-tert-butyl-4-methoxy-phenol","121-00-6","DTXSID7040788",3.202,180.2," ","10.6",7.06,0.0019,0.07217,NA,180.2,3.202,0.07217,NA,7.06,10.6762932366291,FALSE,7.06,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""2,4-dinitrotoluene""","121-14-2","DTXSID0020529",1.979,182.1," "," ",0,0.2573,0.09602,NA,182.1,1.979,0.09602,NA,0,23.867225405152,TRUE,23.867225405152,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Candoxatril","123122-55-4","DTXSID6047286",3.856,515.6,"0.48","4.29",9.898,1e-04,0.2659,NA,515.6,3.856,0.2659,NA,9.898,10.9536929206839,FALSE,9.898,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Triamcinolone","124-94-7","DTXSID1040742",1.16,394.4," ","11.8,13.4,14,14.7",2.492,1e-04,0.7348,NA,394.4,1.16,0.7348,NA,2.492,2.66754811623802,FALSE,2.492,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tributyl phosphate","126-73-8","DTXSID3021986",3.997,266.3," "," ",0,0.2154,0.03481,NA,266.3,3.997,0.03481,NA,0,23.0315099960718,TRUE,23.0315099960718,"RF_imputed_chem.physical_and_invitro.data",96,1.5337528626604,31.6311600090494,"example.toxcast",NA,NA,NA,NA,NA
"Zamifenacin","127308-82-1","DTXSID9047257",5.742,415.5,"8.54"," ",17.11,1e-04,0.002114,NA,415.5,5.742,0.002114,NA,17.11,15.2621130131295,FALSE,17.11,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""2,6-di-tert-butylphenol""","128-39-2","DTXSID6027052",4.92,206.3," ","11.3",0,0.152,0.01953,NA,206.3,4.92,0.01953,NA,0,14.5915907804131,TRUE,14.5915907804131,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Pyrene","129-00-0","DTXSID3024289",4.883,202.3," "," ",6.18,1e-04,0.02415,0.7535,202.3,4.883,0.02415,0.7535,6.18,11.3332589643072,FALSE,6.18,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Diallyl phthalate","131-17-9","DTXSID7020392",3.229,246.3," "," ",0,0.0879,0.9621,NA,246.3,3.229,0.9621,NA,0,11.2991282481198,TRUE,11.2991282481198,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Rifampicin","13292-46-1","DTXSID6021244",3.085,823,"7.37,1.48","6.8,8.21,9.87,13.9,14.4",0,NA,0.04344,NA,823,3.085,0.04344,NA,0,17.6446748655717,TRUE,17.6446748655717,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Flutamide","13311-84-7","DTXSID7032004",3.35,276.2," ","12.8",30.38,1e-04,0.03758,0.8742,276.2,3.35,0.03758,0.8742,30.38,23.8360977357872,FALSE,30.38,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""tris(1,3-dichloro-2-propyl) phosphate (tdcpp)""","13674-87-8","DTXSID9026261",3.65,430.9," "," ",5.092,0.0134,0.01078,NA,430.9,3.65,0.01078,NA,5.092,8.11922184042217,FALSE,5.092,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Volinanserin","139290-65-6","DTXSID6047363",3.106,373.5,"8.75","14",5.464,1e-04,0.5097,NA,373.5,3.106,0.5097,NA,5.464,5.67505480354909,FALSE,5.464,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""4-(1,1,3,3-tetramethylbutyl)phenol""","140-66-9","DTXSID9022360",4.867,206.3," ","10.2",26.98,1e-04,0.01902,NA,206.3,4.867,0.01902,NA,26.98,17.7256006737228,FALSE,26.98,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Diisopropyl methylphosphonate (dimp)","1445-75-6","DTXSID5024051",1.034,180.2," "," ",0,5e-04,0.9727,NA,180.2,1.034,0.9727,NA,0,4.23384224499152,TRUE,4.23384224499152,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""(2s,3s)-n-[2-methoxy-5-(trifluoromethoxy)benzyl]-2-phenylpiperidin-3-amine""","145742-28-5","DTXSID9047251",4.031,380.4,"8.75,5.75"," ",0,0.0915,0.07996,NA,380.4,4.031,0.07996,NA,0,7.97177982555375,TRUE,7.97177982555375,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Diphenhydramine hydrochloride","147-24-0","DTXSID4020537",0.3888,291.8,"8.87"," ",0,0.1683,0.4131,NA,291.8,0.3888,0.4131,NA,0,7.21694893925164,TRUE,7.21694893925164,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"8-hydroxyquinoline","148-24-3","DTXSID5020730",2.019,145.2,"4.83","9.36",69.68,1e-04,0.1184,NA,145.2,2.019,0.1184,NA,69.68,37.4512098721174,FALSE,69.68,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Monuron","150-68-5","DTXSID0020311",1.941,198.6," ","13.4",3.086,0.0271,0.4551,NA,198.6,1.941,0.4551,NA,3.086,3.8991132730085,FALSE,3.086,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Benodanil","15310-01-7","DTXSID7041623",2.855,323.1," "," ",21.4,1e-04,0.07513,NA,323.1,2.855,0.07513,NA,21.4,19.4716621743486,FALSE,21.4,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Carbofuran","1563-66-2","DTXSID9020249",1.974,221.3," ","14.8",0,0.0063,0.4213,NA,221.3,1.974,0.4213,NA,0,3.11873693334661,TRUE,3.11873693334661,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"4-octylphenol","1806-26-4","DTXSID9022312",5.187,206.3," ","10.3",15.65,2e-04,0.005,NA,206.3,5.187,0.005,NA,15.65,23.1673421724286,FALSE,15.65,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-hydroxy-4-(octyloxy)benzophenone","1843-05-6","DTXSID9027441",6.395,326.4," ","7.07",807,0.01182,1.37e-08,NA,326.4,6.395,1.37e-08,NA,807,149.613115444444,FALSE,807,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Chlorthal-dimethyl","1861-32-1","DTXSID0024000",4.278,332," "," ",38.62,4e-04,0.01666,NA,332,4.278,0.01666,NA,38.62,32.6527122368161,FALSE,38.62,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Vernolate","1929-77-7","DTXSID7024376",3.839,203.3," "," ",25.1,3e-04,0.01906,NA,203.3,3.839,0.01906,NA,25.1,26.7121362526071,FALSE,25.1,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Oxytetracycline hydrochloride","2058-46-0","DTXSID5021097",-1.034,496.9,"4.89","7.55,8.59,11.6,13.5,14.4",0,0.5447,0.6283,NA,496.9,-1.034,0.6283,NA,0,4.08678870234152,TRUE,4.08678870234152,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Benzo[b]fluoranthene","205-99-2","DTXSID0023907",5.779,252.3," "," ",5.564,1e-04,0.01059,NA,252.3,5.779,0.01059,NA,5.564,10.1247371114591,FALSE,5.564,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Fluoranthene","206-44-0","DTXSID3024104",5.16,202.3," "," ",8.064,1e-04,0.01409,NA,202.3,5.16,0.01409,NA,8.064,10.9826786249478,FALSE,8.064,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"O-ethyl o-(p-nitrophenyl) phenylphosphonothioate","2104-64-5","DTXSID7022174",4.776,323.3," "," ",8.16,1e-04,0.01016,NA,323.3,4.776,0.01016,NA,8.16,14.5854631943209,FALSE,8.16,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""1,5-diaminonaphthalene""","2243-62-1","DTXSID3020916",0.8928,158.2,"4.41,3.2"," ",0,0.0163,0.6333,NA,158.2,0.8928,0.6333,NA,0,9.29388344368178,TRUE,9.29388344368178,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tridemorph","24602-86-6","DTXSID3041376",5.595,297.5,"8.36"," ",12.91,1e-04,0.002679,NA,297.5,5.595,0.002679,NA,12.91,17.2787524616396,FALSE,12.91,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Benzyl hydrogen phthalate","2528-16-7","DTXSID9043938",2.93,256.3," ","3.08",0,0.0506,0.0352,NA,256.3,2.93,0.0352,NA,0,15.4805894835817,TRUE,15.4805894835817,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""1,2-benzisothiazolin-3-one""","2634-33-5","DTXSID5032523",0.8033,151.2," ","9.5",34.74,1e-04,0.005,NA,151.2,0.8033,0.005,NA,34.74,31.7337014314972,FALSE,34.74,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Chlorpyrifos","2921-88-2","DTXSID4020458",4.959,350.6," "," ",2.6,NA,0.007932,0.7333,350.6,4.959,0.007932,0.7333,2.6,10.5176037956703,FALSE,2.6,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Phorate","298-02-2","DTXSID4032459",3.693,260.4," "," ",0,0.2218,0.0129,NA,260.4,3.693,0.0129,NA,0,33.3108662715102,TRUE,33.3108662715102,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Carbamazepine","298-46-4","DTXSID4022731",2.449,236.3," "," ",2.375,NA,0.5141,1.06,236.3,2.449,0.5141,1.06,2.375,3.86665867924118,FALSE,2.375,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Azidothymidine","30516-87-1","DTXSID8020127",0.04963,267.2," ","7.36,14.6",2.414,NA,0.914,0.98,267.2,0.04963,0.914,0.98,2.414,2.21536804539493,FALSE,2.414,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Octrizole","3147-75-9","DTXSID9027522",4.018,323.4," ","9.3",5.87,0.00188,0.0223,NA,323.4,4.018,0.0223,NA,5.87,13.9551199704558,FALSE,5.87,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Butam","35256-85-0","DTXSID5041691",3.001,233.4," "," ",9.846,1e-04,0.2267,NA,233.4,3.001,0.2267,NA,9.846,11.2087895555412,FALSE,9.846,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"3-phenoxybenzoic acid","3739-38-6","DTXSID1038321",3.906,214.2," ","3.82",0,0.9981,0.00716,NA,214.2,3.906,0.00716,NA,0,38.17181008602,TRUE,38.17181008602,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-chloro-2'-deoxyadenosine","4291-63-8","DTXSID8022828",0.01732,285.7,"1.33","13.9,14.8",0,0.5643,0.9848,NA,285.7,0.01732,0.9848,NA,0,2.37129833266063,TRUE,2.37129833266063,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
